,balcony,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
4859,0.0,4,133.0,20.0,4.0,,,,,24,ЗАО,р-н Раменки,Ломоносовский проспект,walk,2,71000000
1442,,11,35.0,,1.0,,f,,,26,ЮАО,р-н Чертаново Южное,Лесопарковая,walk,6,12950000
6638,0.0,4,246.0,35.0,6.0,130.0,,,,4,ЦАО,р-н Хамовники,Смоленская,walk,10,250000000
4264,,5,69.0,17.0,3.0,35.0,t,,,24,ЮАО,р-н Донской,Верхние котлы,walk,15,24900000
7100,0.0,5,430.0,50.0,6.0,250.0,f,,2007.0,9,ЦАО,р-н Тверской,Новослободская,walk,4,460000000
5457,,4,251.8,,4.0,,f,,,4,ЦАО,р-н Якиманка,Боровицкая,walk,13,650000000
5628,,5,202.0,20.0,5.0,,f,,2014.0,12,ЦАО,р-н Хамовники,Фрунзенская,walk,16,325000000
2866,,3,63.8,,2.0,26.1,f,,,19,НАО (Новомосковский),м. Новопеределкино,Новопеределкино,transport,7,15094293
1290,,2,47.2,18.6,1.0,14.1,f,,,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,10,103840000
3755,,7,132.1,,3.0,,f,,,7,ЦАО,р-н Арбат,Баррикадная,walk,8,85000000
7629,1.0,9,24.0,7.8,,9.8,f,,,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6374289
1003,,12,48.6,,1.0,,t,,,13,ЦАО,р-н Арбат,Смоленская,walk,8,32610600
2744,,15,47.7,11.9,2.0,19.4,f,,,22,НАО (Новомосковский),м. Прокшино,Прокшино,transport,5,12640500
3953,1.0,22,79.0,12.0,3.0,45.0,f,,2018.0,23,ЮВАО,р-н Лефортово,Авиамоторная,walk,10,37000000
677,,5,28.1,6.0,1.0,,f,,2022.0,27,ЮВАО,р-н Лефортово,Авиамоторная,walk,11,14000000
4536,,21,134.0,,4.0,,f,,2017.0,44,ЗАО,р-н Раменки,Минская,walk,12,85000000
186,1.0,11,51.0,25.1,1.0,11.4,f,,2021.0,20,ВАО,р-н Сокольники,Сокольники,walk,9,27038015
1228,1.0,2,57.1,,1.0,,f,,,24,ЦАО,р-н Пресненский,Белорусская,walk,11,59500000
2830,,16,52.6,,2.0,38.2,t,,,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,14543900
1971,,3,28.79,8.8,1.0,15.0,t,,,15,НАО (Новомосковский),м. Солнцево,Солнцево,transport,9,7456918
4831,1.0,9,20.4,4.2,,8.0,f,,,17,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8323928
2537,0.0,15,83.3,,2.0,,f,,2002.0,16,ЮЗАО,р-н Зюзино,Севастопольская,walk,7,30500000
1516,,11,59.1,,2.0,,f,,,21,СЗАО,р-н Щукино,Щукинская,transport,4,21985200
6019,0.0,16,154.3,13.5,5.0,96.4,f,,1999.0,17,ЗАО,р-н Кунцево,Молодёжная,walk,13,46000000
3853,,62,111.0,10.0,3.0,,t,,2019.0,77,ЦАО,р-н Пресненский,Москва-Сити,walk,3,149000000
5518,,25,132.0,11.1,5.0,87.7,f,,,35,САО,р-н Левобережный,Речной вокзал,walk,7,45159446
5377,,3,148.9,,4.0,,f,,,13,ЗАО,р-н Дорогомилово,Парк Победы,walk,9,234583016
5991,,25,77.0,11.0,5.0,61.0,f,,,41,ЗАО,р-н Раменки,Кутузовская,walk,13,37000000
147,,8,25.7,5.9,1.0,12.3,f,,,17,НАО (Новомосковский),м. Корниловская,Корниловская,transport,8,7766495
7089,2.0,8,331.0,,6.0,,f,,2017.0,10,ЦАО,р-н Таганский,Таганская,walk,7,430300000
2944,0.0,14,55.6,10.2,2.0,31.0,f,,2005.0,14,ЮВАО,р-н Кузьминки,Кузьминки,walk,8,16700000
2800,1.0,2,58.8,11.7,2.0,,f,,,7,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,8,14147280
6223,,4,214.0,20.0,5.0,180.0,,,2004.0,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,110000000
5601,,24,166.56,,5.0,111.3,f,,,24,ЗАО,р-н Фили-Давыдково,Кунцевская,walk,10,76034640
3152,,23,41.6,,2.0,15.0,f,,,42,ЮЗАО,р-н Котловка,Нагорная,walk,20,25708800
6817,0.0,14,180.0,22.0,6.0,114.0,,,2006.0,22,САО,р-н Хорошевский,Аэропорт,walk,10,150000000
2283,,2,97.26,12.6,2.0,51.3,,,,15,ЦАО,р-н Хамовники,Спортивная,walk,8,170000000
2865,,6,68.05,6.0,2.0,40.9,f,,,28,ЮВАО,р-н Нижегородский,Нижегородская,walk,12,18770300
3942,,8,84.5,,3.0,,t,,,34,ЗАО,р-н Дорогомилово,Поклонная,walk,14,70000000
7936,1.0,14,30.1,5.6,,15.2,f,,,15,НАО (Новомосковский),м. Аэропорт Внуково,Аэропорт Внуково,transport,17,7916300
3074,0.0,2,54.7,10.6,2.0,31.8,,,,26,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,15,21850000
3657,0.0,6,92.0,34.1,3.0,50.0,f,,2020.0,20,ЦАО,р-н Пресненский,Деловой центр,walk,11,114000000
3006,,8,58.0,10.3,2.0,35.2,f,,,14,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,18064000
3027,,17,58.2,,2.0,,,,2023.0,24,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,11,18500000
6924,2.0,8,280.0,15.0,6.0,173.0,f,,2008.0,15,ЗАО,р-н Раменки,Ломоносовский проспект,walk,5,202012579
2260,,2,56.51,,2.0,31.1,f,,,48,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,9,18412265
3682,1.0,2,91.8,10.0,3.0,57.0,,,1964.0,8,ЦАО,р-н Хамовники,Смоленская,walk,7,63800000
3053,0.0,18,48.6,,2.0,,f,,2020.0,23,ЮАО,р-н Чертаново Южное,Лесопарковая,walk,4,19400000
1984,,2,31.0,14.6,2.0,9.4,f,,,11,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,26509404
5620,0.0,7,162.7,8.0,5.0,112.0,,,2011.0,8,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,5,185000000
3756,,3,112.0,,3.0,,t,,,5,ЦАО,р-н Хамовники,Спортивная,walk,8,85000000
566,0.0,2,38.9,8.0,1.0,20.4,f,,1984.0,12,СВАО,р-н Свиблово,Свиблово,walk,6,11500000
1446,0.0,9,42.6,9.8,1.0,17.0,,,2009.0,24,ЮВАО,р-н Выхино-Жулебино,Жулебино,walk,15,10950000
2272,0.0,30,49.0,10.0,2.0,28.0,,,,41,ЗАО,р-н Раменки,Кутузовская,walk,18,25700000
7600,,13,19.1,3.7,,8.9,f,,,15,НАО (Новомосковский),м. Прокшино,Прокшино,walk,10,8754619
2032,1.0,11,34.5,9.2,1.0,12.0,f,,,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,7722612
7743,,8,22.65,5.9,,9.3,t,,,8,СВАО,р-н Бибирево,Алтуфьево,transport,7,5813470
183,,8,37.0,,1.0,,f,,1980.0,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
3655,,4,130.0,25.0,3.0,80.0,f,,,13,ЦАО,р-н Пресненский,Баррикадная,walk,9,101006289
3507,1.0,2,120.5,18.9,3.0,66.6,f,,1998.0,11,ЗАО,р-н Крылатское,Крылатское,walk,11,43000000
299,,21,47.49,3.0,2.0,25.0,f,,,33,ЦАО,р-н Пресненский,Белорусская,walk,11,43258641
7123,2.0,8,343.0,45.0,6.0,278.0,,,,9,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,527075000
1124,,6,37.04,4.0,1.0,14.8,t,,,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,10800000
3253,,7,72.0,7.0,3.0,45.2,t,,,21,ЗАО,р-н Очаково-Матвеевское,Давыдково,walk,12,21960000
7480,0.0,4,11.9,4.0,,2.9,t,,1963.0,5,СВАО,р-н Останкинский,Марьина Роща,walk,15,6000000
2743,0.0,6,52.1,12.0,2.0,27.0,f,,2022.0,18,ЮВАО,р-н Некрасовка,Некрасовка,walk,15,12400000
3961,1.0,2,236.0,15.0,3.0,,f,,2000.0,25,ЗАО,р-н Можайский,Кунцевская,walk,5,49950000
3426,,9,101.1,12.0,3.0,80.0,f,,2021.0,12,ЗАО,р-н Раменки,Минская,walk,17,75000000
3588,,47,184.0,23.0,3.0,110.0,t,,,95,ЦАО,р-н Пресненский,Деловой центр,walk,2,199000000
3638,,5,136.9,10.0,3.0,,f,,2021.0,12,ЦАО,р-н Хамовники,Спортивная,walk,7,209000000
5057,,21,114.0,8.7,4.0,67.7,f,,2023.0,31,ЗАО,р-н Можайский,Давыдково,walk,19,45000000
1662,1.0,21,45.6,21.4,1.0,12.8,f,,,29,ЮВАО,р-н Южнопортовый,Дубровка,walk,17,18753288
682,,16,41.5,10.7,1.0,,f,,,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,14105020
3476,,22,81.85,,3.0,33.8,f,,,43,САО,р-н Савеловский,Дмитровская,walk,4,40484365
6806,,6,420.0,44.6,6.0,,,,,6,ЦАО,р-н Арбат,Баррикадная,walk,8,120000000
1772,,4,60.8,23.0,2.0,25.0,f,,,55,СВАО,р-н Бутырский,Бутырская,walk,2,24934142
2667,,2,35.5,11.8,2.0,12.4,t,,,23,СВАО,р-н Отрадное,Владыкино,walk,5,10453302
6434,,2,213.83,,6.0,,f,,,7,ЦАО,р-н Замоскворечье,Третьяковская,walk,3,705639000
47,,3,48.0,5.0,1.0,22.0,,,2022.0,18,ЗАО,р-н Раменки,Аминьевская,walk,9,31990000
5238,,52,120.1,18.0,4.0,97.1,f,,,67,ЦАО,р-н Пресненский,Москва-Сити,walk,7,116000000
4993,,8,102.4,30.9,4.0,52.3,f,,,52,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,6,34149478
7474,0.0,3,27.9,,,,t,,,3,ВАО,р-н Преображенское,Преображенская площадь,walk,9,11500000
4189,,14,64.7,10.0,3.0,49.7,f,,,16,ЮАО,р-н Донской,Крымская,walk,10,20300000
7557,1.0,10,21.9,6.4,,7.7,f,,,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6475567
6779,,1,149.0,38.0,6.0,,,,2000.0,3,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,6,23750000
707,,7,43.3,15.6,1.0,14.3,t,,,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,15241600
7320,1.0,2,581.0,,6.0,,t,,,4,ЦАО,р-н Хамовники,Кропоткинская,walk,2,1352690000
4044,,14,83.0,32.0,3.0,28.0,f,,,20,ЦАО,р-н Пресненский,Москва-Сити,walk,12,99000000
4000,,3,110.0,16.0,3.0,64.0,f,,,5,ЦАО,р-н Пресненский,Улица 1905 года,walk,13,119000000
7506,,3,25.79,9.3,,,f,,,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,16608557
2605,1.0,11,50.7,10.1,2.0,24.5,f,,,29,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,24500000
6268,1.0,5,261.0,,5.0,154.0,f,,1870.0,6,ЦАО,р-н Басманный,Чистые пруды,walk,4,124900000
5386,1.0,12,176.0,7.3,4.0,,f,,2006.0,22,ЦАО,р-н Арбат,Смоленская,walk,6,250000000
5228,0.0,7,150.7,33.1,4.0,,,,,25,ЮЗАО,р-н Черемушки,Профсоюзная,walk,6,80000000
301,,6,34.8,,1.0,,t,,2020.0,16,САО,р-н Дмитровский,Яхромская,walk,5,13100000
8054,,4,34.32,4.0,,13.7,t,,,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,9197760
6954,,4,20.8,,,,f,,,19,САО,р-н Тимирязевский,Верхние Лихоборы,walk,13,8969478
4285,,8,70.1,17.3,3.0,29.5,f,,,16,САО,р-н Сокол,Октябрьское поле,walk,13,28798635
7234,3.0,9,185.7,26.6,6.0,113.1,f,,2015.0,9,ЮЗАО,р-н Котловка,Нагорная,walk,13,46000000
7870,,1,30.8,,,,f,,,12,ЗАО,р-н Можайский,Сетунь,transport,7,7422800
1178,,10,58.3,,1.0,,f,,,23,ЮАО,р-н Нагатинский затон,Технопарк,walk,5,26906628
2968,0.0,13,58.7,11.7,2.0,30.6,f,,2015.0,24,САО,р-н Западное Дегунино,Грачёвская,walk,8,17200000
4271,,10,69.64,,3.0,,f,,,13,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,25739827
2098,,8,55.7,8.3,2.0,,,,1954.0,9,ЦАО,р-н Тверской,Белорусская,walk,5,40000000
7073,0.0,8,311.0,30.0,6.0,230.0,,,2009.0,12,ЦАО,р-н Басманный,Курская,walk,12,399801260
2526,0.0,4,62.7,12.3,2.0,30.1,,,,11,ЗАО,р-н Раменки,Раменки,walk,10,33100000
3558,,6,142.8,,3.0,,t,,,8,ЦАО,р-н Якиманка,Новокузнецкая,walk,11,214000000
8064,,28,19.9,,,,f,,,33,ВАО,р-н Метрогородок,Локомотив,transport,7,9221092
3817,,50,80.11,28.6,3.0,31.2,f,,,55,СВАО,р-н Марьина роща,Марьина Роща,walk,6,51800000
38,,27,47.26,,1.0,13.2,f,,,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,23954676
1861,,15,47.5,8.0,1.0,34.5,f,,,67,ЦАО,р-н Пресненский,Москва-Сити,walk,7,47500000
4370,,53,116.85,,4.0,52.4,f,,,54,САО,р-н Савеловский,Дмитровская,walk,6,62398204
7159,,3,1070.0,39.5,6.0,,,,1997.0,3,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,7,700000000
1654,,4,45.6,,1.0,,f,,,17,САО,р-н Савеловский,Гражданская,walk,10,20789040
4358,,80,294.6,,4.0,,t,,,85,ЦАО,р-н Пресненский,Деловой центр,walk,3,486923776
5687,,26,131.2,,5.0,75.8,f,,,27,ЮАО,р-н Даниловский,Серпуховская,walk,20,70480640
2885,1.0,9,37.1,7.5,2.0,,f,,1963.0,9,ЗАО,р-н Раменки,Поклонная,walk,19,16300000
986,1.0,5,32.5,10.4,1.0,12.0,f,,,13,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,8749863
2786,,2,59.0,13.0,2.0,32.0,t,,,18,СВАО,р-н Останкинский,Ботанический сад,transport,2,13500000
1370,,10,37.67,,1.0,,f,,,28,СВАО,р-н Марфино,Бутырская,walk,12,20495970
8106,,2,23.7,5.1,,10.3,f,,,30,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,5,9760299
5306,,15,152.27,,4.0,,t,,,20,ЦАО,р-н Пресненский,Краснопресненская,walk,1,141285090
1291,1.0,18,35.0,,1.0,,f,,2023.0,24,ЮАО,р-н Бирюлево Восточное,Царицыно,transport,6,10290000
2957,,2,251.0,,5.0,,f,,,18,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,276100000
3211,,4,170.0,13.0,3.0,108.5,,,,6,ЦАО,р-н Хамовники,Спортивная,walk,10,190000000
5154,,19,168.1,6.1,5.0,,f,,,41,САО,р-н Хорошевский,Аэропорт,walk,12,120569530
3974,,8,62.0,,3.0,39.0,f,,1970.0,9,ЗАО,р-н Кунцево,Кунцевская,walk,8,18800000
1733,,3,45.5,19.5,1.0,14.0,f,,,10,ЗАО,м. Павшино,Павшино,transport,24,23132200
5349,,5,415.0,20.0,6.0,,f,,2007.0,8,ЦАО,р-н Хамовники,Киевская,walk,12,381069184
3361,,5,193.0,,3.0,,f,,1900.0,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,9,170000000
569,0.0,8,38.0,6.0,1.0,21.0,f,,1975.0,9,СВАО,р-н Лосиноостровский,Медведково,transport,5,11590000
7537,1.0,11,19.1,3.1,,8.5,f,,,64,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,11371140
2575,,3,148.5,17.0,2.0,42.0,t,,2023.0,9,ЦАО,р-н Тверской,Маяковская,walk,2,230000000
4327,,30,83.5,,4.0,39.8,f,,,42,ЮЗАО,р-н Котловка,Нагорная,walk,20,40923350
2063,,9,35.9,,1.0,,f,,,17,ЮЗАО,р-н Южное Бутово,Щербинка,walk,19,7946543
3926,1.0,4,23.1,5.0,,8.8,f,,,30,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,18,7655667
2298,,21,58.33,,2.0,24.1,f,,,43,САО,р-н Савеловский,Дмитровская,walk,4,28520054
3021,,19,61.6,5.2,2.0,44.3,f,,,24,ЗАО,р-н Солнцево,Солнцево,transport,4,18467803
8079,,17,20.1,,,,f,,,17,ВАО,р-н Метрогородок,Бульвар Рокоссовского,transport,6,9445763
1025,,9,39.0,8.6,1.0,20.9,f,,,12,ЮВАО,р-н Марьино,Курьяново,walk,13,9380000
7746,,1,26.2,5.0,,11.8,t,,,8,СВАО,р-н Бибирево,Алтуфьево,transport,7,5876640
3466,,6,71.3,8.8,3.0,57.5,t,,,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,22388200
5278,1.0,9,180.0,25.0,4.0,,t,,1997.0,9,ЦАО,р-н Хамовники,Парк Культуры,walk,8,108000000
2320,1.0,10,40.0,5.8,2.0,23.7,f,,,12,ЗАО,р-н Можайский,Рабочий посёлок,walk,12,13500000
1274,0.0,13,37.8,16.9,1.0,10.4,,,,16,НАО (Новомосковский),м. Потапово,Потапово,walk,14,9990000
4691,,24,129.2,,4.0,87.1,f,,,24,ЗАО,р-н Фили-Давыдково,Кунцевская,walk,10,57558600
1128,1.0,8,38.5,7.0,1.0,19.0,f,,2010.0,17,СВАО,р-н Марфино,Улица Милашенкова,walk,8,13400000
5816,2.0,3,228.0,20.0,5.0,,f,,2000.0,6,ЦАО,р-н Хамовники,Парк Культуры,walk,6,138000000
6677,1.0,30,384.0,,6.0,,f,,2006.0,31,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,10,367295599
3318,,9,160.0,24.0,6.0,90.0,f,,2014.0,10,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,9,34700000
3562,0.0,4,90.0,26.0,3.0,46.0,,,,6,ЮАО,р-н Даниловский,Технопарк,walk,14,30900000
2801,,26,120.5,30.9,5.0,58.8,f,,,30,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,65924706
886,,7,36.38,14.0,1.0,,f,,,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,22262123
1273,,27,47.26,,1.0,13.2,f,,,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,23954676
5892,,15,218.17,,5.0,,t,,,20,ЦАО,р-н Пресненский,Краснопресненская,walk,1,239935730
2080,1.0,2,85.6,15.5,2.0,34.6,f,,,14,ЦАО,р-н Якиманка,Полянка,transport,2,156750000
3464,,29,85.98,,3.0,34.3,f,,,43,САО,р-н Савеловский,Дмитровская,walk,4,40541139
6964,,19,537.0,50.0,6.0,,,,,22,ЗАО,р-н Раменки,Ломоносовский проспект,walk,15,260000000
2745,1.0,5,45.1,5.5,2.0,30.6,,,1964.0,5,ВАО,р-н Перово,Кусково,walk,13,12640000
1463,1.0,11,48.8,8.9,2.0,32.1,,,,12,ЮАО,р-н Царицыно,Царицыно,walk,12,11700000
468,,6,59.9,,1.0,,t,,,9,ЦАО,р-н Таганский,Китай-город,walk,12,50100000
4431,,6,189.2,,4.0,,f,,,32,СЗАО,р-н Щукино,Щукинская,walk,18,82000000
3079,0.0,3,50.5,8.4,2.0,31.0,,,1959.0,9,ЮАО,р-н Даниловский,Автозаводская,walk,1,22300000
5382,,4,24.5,,,,f,,,24,САО,р-н Тимирязевский,Окружная,walk,12,9278276
288,,9,42.8,18.2,1.0,13.1,f,,,20,САО,р-н Аэропорт,Красный Балтиец,walk,6,19500000
7230,,11,161.4,14.7,6.0,,f,,2013.0,12,ВАО,р-н Северное Измайлово,Щёлковская,walk,9,42000000
7939,,24,19.9,,,,f,,,33,ЮАО,р-н Царицыно,Кантемировская,transport,4,7996899
1563,,2,62.7,6.5,3.0,44.9,f,,,12,СВАО,р-н Бутырский,Фонвизинская,walk,6,16300000
2430,1.0,9,76.8,21.0,4.0,38.5,f,,,9,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,8,15532979
305,0.0,7,27.6,6.6,1.0,14.8,f,,,12,ЗелАО,р-н Матушкино,Зеленоград — Крюково,transport,6,6950000
3168,,5,63.0,10.0,2.0,35.0,,,1957.0,10,ЦАО,р-н Басманный,Электрозаводская,walk,2,26500000
850,,27,33.1,10.8,1.0,12.3,f,,,28,САО,р-н Хорошевский,Зорге,walk,5,20633007
3753,,7,91.2,30.0,3.0,55.0,f,,2022.0,41,САО,р-н Хорошевский,Аэропорт,walk,13,80000000
6126,2.0,11,180.0,15.0,5.0,160.0,,,2006.0,15,ЗАО,р-н Раменки,Поклонная,walk,15,79990000
5458,,8,458.3,,4.0,,f,,,8,ЦАО,р-н Таганский,Китай-город,walk,14,723197400
896,,11,45.47,10.9,1.0,21.4,f,,,17,ВАО,р-н Преображенское,Преображенская площадь,walk,5,22845714
453,,8,43.7,,1.0,,f,,,19,САО,р-н Савеловский,Гражданская,walk,10,20818680
842,,26,41.11,,1.0,13.5,f,,,54,САО,р-н Савеловский,Дмитровская,walk,6,20577230
2137,2.0,4,65.1,,2.0,,f,,2023.0,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,68500000
1532,,8,23.9,,1.0,,f,,,25,САО,р-н Савеловский,Гражданская,walk,10,13133050
6328,,3,455.0,50.0,5.0,180.5,t,,1980.0,3,ЦАО,р-н Басманный,Китай-город,walk,7,149000000
3846,0.0,20,70.0,,3.0,,f,,2021.0,24,ЗАО,р-н Фили-Давыдково,Кунцевская,walk,9,45500000
1396,,9,30.3,10.0,1.0,16.4,f,,2022.0,22,НАО (Новомосковский),м. Саларьево,Саларьево,walk,15,7900000
6453,1.0,7,340.0,10.0,6.0,,,,2012.0,8,ЦАО,р-н Арбат,Арбатская,walk,7,590000000
3556,,5,24.83,,,,f,,,25,ЮВАО,р-н Люблино,Братиславская,walk,16,6738862
3608,,3,112.7,20.0,3.0,65.0,t,,2013.0,5,ЦАО,р-н Хамовники,Спортивная,walk,8,85000000
1816,,12,58.1,20.5,1.0,22.1,f,,,23,ЮАО,р-н Нагатинский затон,Технопарк,walk,5,27342448
2500,,1,50.0,15.0,2.0,,t,,,6,ЦАО,р-н Замоскворечье,Третьяковская,walk,9,45000000
5795,,39,183.5,8.0,5.0,,f,,,41,САО,р-н Хорошевский,Аэропорт,walk,12,147740318
5817,,14,211.96,,5.0,,t,,,20,ЦАО,р-н Пресненский,Краснопресненская,walk,4,211444937
1883,,8,94.3,,1.0,,t,,,13,ЦАО,р-н Арбат,Смоленская,walk,8,93357000
4312,0.0,15,77.0,11.5,3.0,43.5,f,,2022.0,24,ЮАО,р-н Донской,Тульская,walk,11,28000000
1809,,3,51.1,21.8,1.0,10.7,f,,,20,ЗАО,р-н Филевский парк,Народное Ополчение,transport,3,26659227
1146,0.0,6,34.2,15.5,1.0,10.6,,,,19,СЗАО,р-н Митино,Пятницкое шоссе,transport,5,8892000
5240,,2,130.4,,4.0,,f,,2022.0,14,ЗАО,р-н Раменки,Минская,transport,5,85000000
7990,,12,24.9,,,14.3,f,,,16,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,8747370
5988,,10,175.8,19.1,5.0,101.2,f,,1995.0,17,ЗАО,р-н Можайский,Рабочий посёлок,transport,5,42000000
5423,,19,175.6,,5.0,,f,,,41,САО,р-н Хорошевский,Аэропорт,walk,12,119922417
1884,,2,54.7,20.8,1.0,15.5,f,,,5,ЦАО,р-н Тверской,Площадь Революции,walk,3,126110000
5248,,4,102.2,,4.0,,f,,2022.0,12,ЗАО,р-н Раменки,Минская,transport,5,89987421
7407,,2,17.27,,,,t,,,8,ВАО,р-н Соколиная гора,Измайлово,walk,1,4435500
4270,0.0,1,93.3,8.0,3.0,56.0,f,,1958.0,7,ЮВАО,р-н Южнопортовый,Дубровка,walk,7,25400000
1327,,7,33.0,8.0,1.0,23.0,f,,1979.0,9,СЗАО,р-н Строгино,Строгино,walk,10,12000000
2353,1.0,2,46.0,6.0,2.0,,f,,1973.0,9,СВАО,р-н Северное Медведково,Медведково,walk,12,15900000
7803,,8,25.52,3.1,,13.1,f,,,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,18,6759869
510,,6,41.2,13.9,1.0,16.2,f,,,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,13,10674920
7846,,2,30.9,1.1,,18.2,t,,,23,СВАО,р-н Отрадное,Владыкино,walk,3,7106326
7930,1.0,4,32.7,10.2,,11.9,f,,,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,7934524
1550,2.0,8,90.5,6.3,4.0,54.6,f,,,9,НАО (Новомосковский),м. Аэропорт Внуково,Аэропорт Внуково,transport,17,18697300
2629,,4,65.0,10.0,2.0,39.0,f,,,8,ЦАО,р-н Тверской,Маяковская,walk,2,45900000
4316,,34,77.37,,3.0,39.8,f,,,49,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,9,28306573
7853,,2,19.9,5.1,,9.8,f,,,16,ЮВАО,р-н Люблино,Братиславская,transport,5,7246943
1696,1.0,22,47.8,13.0,1.0,23.0,,,2014.0,23,ЮАО,р-н Чертаново Южное,Улица Академика Янгеля,walk,3,20000000
5156,,3,96.1,,4.0,,,,,14,ЗАО,р-н Раменки,Минская,transport,5,62000000
5921,0.0,11,165.1,17.4,5.0,95.6,,,2011.0,12,ЗелАО,р-н Савёлки,Зеленоград — Крюково,transport,9,86000000
1814,,7,43.2,17.2,1.0,15.3,f,,,8,САО,р-н Аэропорт,Красный Балтиец,walk,4,27155520
6506,1.0,6,349.3,18.0,6.0,191.0,,,2002.0,10,ЦАО,р-н Арбат,Кропоткинская,walk,6,330566039
2686,0.0,5,45.1,6.0,2.0,29.5,f,,1971.0,9,ВАО,р-н Гольяново,Щёлковская,walk,12,11000000
5770,,59,197.2,29.6,5.0,162.6,f,,,67,ЦАО,р-н Пресненский,Москва-Сити,walk,7,199566400
500,,8,28.7,10.0,1.0,12.2,t,,,13,ЮВАО,р-н Печатники,Кожуховская,walk,14,10560107
8129,,13,25.4,6.4,,12.4,f,,,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,walk,3,10025380
5058,,2,103.0,19.4,4.0,53.9,f,,,28,ЗАО,р-н Раменки,Раменки,walk,10,48265552
4900,,40,175.0,9.0,4.0,125.0,t,,,60,ЦАО,р-н Пресненский,Деловой центр,walk,2,243000000
126,1.0,15,38.0,8.0,1.0,19.2,,,2000.0,17,ВАО,р-н Вешняки,Новогиреево,walk,19,11800000
964,,4,20.9,8.2,1.0,6.3,f,,,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,8,7590237
788,,2,46.0,16.6,1.0,23.2,,,2023.0,29,ЮАО,р-н Даниловский,Автозаводская,walk,19,19200000
1945,,14,24.6,5.1,1.0,10.8,f,,,22,НАО (Новомосковский),м. Саларьево,Саларьево,transport,3,7082534
513,0.0,4,25.3,6.5,1.0,13.8,,,,9,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,7,10700000
5122,0.0,4,145.0,20.0,4.0,100.0,f,,,32,ЗАО,р-н Раменки,Минская,walk,13,59900000
654,0.0,8,33.7,11.5,1.0,,f,,2022.0,20,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,9,13500000
6741,,17,128.2,8.2,6.0,86.0,f,,2016.0,19,ЮЗАО,р-н Коньково,Калужская,walk,11,39900000
773,,3,36.7,13.5,1.0,13.1,f,,,64,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,14406557
