,balcony,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
667,,26,34.3,6.8,1.0,11.5,f,,,32,САО,р-н Западное Дегунино,Селигерская,walk,8,13746719
6599,1.0,3,550.0,30.0,6.0,,,,2003.0,3,ЗАО,р-н Крылатское,Молодёжная,transport,5,890691829
7906,,24,25.4,6.3,,12.5,f,,,32,СЗАО,р-н Митино,Пятницкое шоссе,transport,5,7624876
5255,,6,136.5,,4.0,,f,,2022.0,12,ЗАО,р-н Раменки,Минская,transport,5,92000000
8155,,21,24.1,,,,f,,,33,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,14,10341310
545,0.0,2,43.2,15.3,1.0,14.0,,,2024.0,9,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,11,11100000
1504,,14,38.8,10.5,1.0,,,,2000.0,22,ЮВАО,р-н Марьино,Братиславская,walk,20,12300000
2012,,13,33.46,10.2,1.0,11.4,f,,,17,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,7584663
1288,,4,87.3,37.7,1.0,,f,,,8,ЦАО,р-н Мещанский,Тургеневская,walk,9,133844257
5322,,17,152.4,,4.0,93.2,f,,,18,ЗАО,р-н Дорогомилово,Москва-Сити,walk,19,162520646
3674,,3,137.0,,3.0,,t,,2015.0,6,ЦАО,р-н Якиманка,Полянка,walk,4,164000000
6091,2.0,11,240.2,27.0,5.0,171.0,,,2013.0,13,ЗАО,р-н Кунцево,Кунцевская,walk,9,71000000
4456,,6,85.7,15.3,4.0,60.1,t,,,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,33851500
3710,0.0,9,83.0,8.0,3.0,59.0,,,2013.0,14,ЦАО,р-н Мещанский,Достоевская,walk,9,98000000
66,,2,37.76,19.5,1.0,11.5,f,,,21,СВАО,р-н Марфино,Телецентр,walk,11,20490000
1501,0.0,3,47.9,5.2,2.0,32.0,,,2024.0,11,ЮАО,р-н Даниловский,ЗИЛ,walk,17,20000000
2748,1.0,5,45.6,6.0,2.0,34.0,,,,5,ЮВАО,р-н Кузьминки,Кузьминки,walk,17,12500000
1116,,12,38.5,10.0,1.0,15.0,f,,2022.0,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,7,11900000
1896,,2,100.75,,1.0,,f,,,14,ЦАО,р-н Хамовники,Киевская,walk,13,188111735
4106,1.0,6,59.0,6.0,3.0,38.3,,,,9,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,16400000
2333,,22,60.2,,2.0,,f,,,32,ЮАО,р-н Даниловский,Павелецкая,walk,9,47592976
2049,,2,34.64,6.5,1.0,19.7,f,,,12,НАО (Новомосковский),м. Щербинка,Щербинка,transport,9,7866976
7157,,1,1040.0,,6.0,832.0,f,,,2,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,7,700000000
7940,0.0,7,24.0,,,,f,,2023.0,16,НАО (Новомосковский),м. Прокшино,Прокшино,walk,16,7900000
4581,,20,110.1,21.8,4.0,83.3,t,,,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,40737000
1278,0.0,18,43.0,14.0,1.0,24.0,t,,2022.0,22,СЗАО,р-н Щукино,Стрешнево,walk,6,19500000
3273,,2,79.64,12.3,3.0,43.2,f,,,21,СВАО,р-н Марфино,Телецентр,walk,11,40940000
2229,0.0,2,74.0,15.0,2.0,52.0,t,,,15,САО,р-н Аэропорт,Динамо,walk,7,39000000
4082,1.0,7,58.8,6.0,3.0,42.0,,,,9,ВАО,р-н Новогиреево,Перово,walk,5,14800000
4845,,5,162.2,15.0,4.0,,,,2009.0,6,ЦАО,р-н Таганский,Таганская,walk,7,220000000
2923,,10,60.5,17.6,2.0,22.0,f,,2023.0,25,ЮВАО,р-н Люблино,Перерва,transport,4,16300000
4851,1.0,13,23.7,4.7,,11.2,f,,,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,8,8353228
5774,,32,166.0,24.0,5.0,100.0,f,,2015.0,58,СВАО,р-н Ростокино,Ростокино,walk,13,60000000
3930,0.0,4,98.0,18.7,3.0,56.0,,,,11,СВАО,р-н Останкинский,Алексеевская,walk,10,35500000
2315,,10,85.56,24.9,2.0,31.1,f,,,15,ВАО,р-н Преображенское,Преображенская площадь,walk,7,40033063
5384,,1,166.0,,4.0,,f,,2006.0,7,ЦАО,р-н Хамовники,Кропоткинская,walk,5,244900000
2249,,2,116.0,32.0,2.0,50.0,f,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,142000000
5068,0.0,4,127.0,20.0,4.0,80.0,f,,,30,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,8,45000000
2310,,33,57.3,22.0,2.0,23.3,f,,,52,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,6,20575914
5048,,41,92.0,20.0,4.0,60.0,,,,59,САО,р-н Тимирязевский,Дмитровская,walk,2,43000000
4946,,27,95.0,26.1,4.0,,f,,,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,28886460
928,,19,162.6,6.1,5.0,,f,,,40,САО,р-н Хорошевский,ЦСКА,walk,11,149258558
5547,1.0,5,415.0,31.8,6.0,,,,2007.0,8,ЦАО,р-н Хамовники,Киевская,walk,12,382000000
7871,,3,27.81,4.0,,11.1,t,,,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,7425270
4835,,2,134.0,,4.0,,f,,,10,ЗАО,р-н Дорогомилово,Поклонная,walk,4,125000000
3720,1.0,8,65.7,7.2,3.0,44.0,f,,1973.0,12,ЗАО,р-н Раменки,Раменки,walk,7,24290000
7581,0.0,15,26.7,6.0,,15.7,,,2024.0,26,ЮВАО,р-н Лефортово,Авиамоторная,walk,8,13500000
1182,,9,52.7,10.3,1.0,14.4,f,,,22,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,34233920
1725,,1,47.7,,1.0,,f,,2022.0,9,ЗАО,р-н Кунцево,Молодёжная,walk,20,21586085
3308,,2,84.2,,3.0,,f,,,44,СВАО,р-н Марьина роща,Марьина Роща,walk,6,39641613
3530,,14,68.9,,3.0,26.7,f,,,42,ЮЗАО,р-н Котловка,Нагорная,walk,20,36785710
1240,0.0,11,49.0,10.0,1.0,21.0,,,1983.0,13,ЦАО,р-н Таганский,Таганская,walk,4,22100000
6381,,4,198.8,,5.0,,f,,2013.0,13,ЦАО,р-н Тверской,Новослободская,walk,8,180000000
4949,2.0,8,172.0,,4.0,,f,,2011.0,9,ЦАО,р-н Таганский,Таганская,walk,4,210000000
5702,,6,347.5,,5.0,,f,,,6,ЦАО,р-н Хамовники,Парк Культуры,walk,5,861537741
4277,,3,74.5,,3.0,,f,,,14,ВАО,р-н Богородское,Бульвар Рокоссовского,transport,3,26075000
319,0.0,20,33.9,6.0,1.0,20.2,,,2012.0,25,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,8250000
163,,30,43.8,21.7,1.0,12.2,,,2023.0,32,СВАО,р-н Бутырский,Бутырская,walk,7,16950000
2126,,12,61.0,10.0,2.0,29.0,t,,2019.0,79,ЦАО,р-н Пресненский,Москва-Сити,walk,3,57000000
7808,,14,25.75,3.6,,11.3,f,,,14,НАО (Новомосковский),м. Щербинка,Щербинка,transport,6,6832024
6002,1.0,2,109.0,11.0,5.0,62.0,f,,1906.0,8,ЦАО,р-н Красносельский,Красные ворота,walk,3,38900000
5727,,9,25.4,,,,f,,,24,СВАО,р-н Отрадное,Бибирево,walk,18,10118978
5559,,3,145.0,14.4,5.0,96.0,t,,,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,9,140000000
5685,,24,205.5,20.0,5.0,,f,,2009.0,24,ЗАО,р-н Можайский,Рабочий посёлок,walk,13,139000000
4883,,14,127.0,40.0,4.0,41.0,t,,,16,ЮАО,р-н Даниловский,Автозаводская,walk,4,76200000
6060,,7,151.8,13.4,5.0,81.2,f,,,22,ЗАО,р-н Раменки,Раменки,walk,9,63000000
4011,2.0,14,70.3,10.0,3.0,33.1,f,,2006.0,14,СВАО,р-н Северный,Марк,transport,5,14900000
3249,,3,21.6,,,15.6,f,,,53,СЗАО,р-н Покровское-Стрешнево,Мякинино,walk,18,9000000
2978,0.0,1,38.2,6.0,2.0,26.0,,,1966.0,12,ЦАО,р-н Тверской,Белорусская,walk,11,17200000
25,,4,45.87,15.1,1.0,13.4,f,,,12,ЗАО,м. Павшино,Павшино,transport,24,22499235
6219,1.0,3,211.5,13.0,5.0,140.0,f,,,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,105000000
5884,,18,219.4,9.4,5.0,103.2,f,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,12,201850000
7996,1.0,7,22.7,4.6,,8.8,f,,,17,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8544383
5449,,5,227.8,,4.0,,f,,,5,ЦАО,р-н Тверской,Площадь Революции,walk,3,943890000
5819,0.0,1,150.0,6.5,5.0,94.5,f,,2018.0,11,СВАО,р-н Останкинский,Ботанический сад,walk,17,38000000
3773,,4,123.0,25.0,3.0,,,,,8,ЦАО,р-н Красносельский,Сретенский бульвар,walk,5,200000000
5729,,3,213.0,25.0,5.0,109.0,,,,6,ЦАО,р-н Хамовники,Парк Культуры,walk,7,430286795
3899,0.0,3,130.0,10.0,3.0,88.4,f,,2002.0,14,СВАО,р-н Марьина роща,Достоевская,walk,9,67800000
4981,,15,224.9,,5.0,,f,,,41,САО,р-н Хорошевский,Петровский Парк,walk,13,172028012
5135,,26,123.3,14.1,4.0,69.2,f,,,26,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,10,56649789
5323,,13,175.75,,4.0,,t,,,20,ЦАО,р-н Пресненский,Краснопресненская,walk,1,162054154
1090,,47,30.08,,1.0,11.6,f,,,51,ЦАО,р-н Пресненский,Шелепиха,walk,7,18767513
4507,,3,147.36,24.6,4.0,56.5,,,,11,ЦАО,р-н Хамовники,Спортивная,walk,6,138750000
7820,0.0,1,17.0,,,,t,,,4,ЮАО,р-н Даниловский,Тульская,walk,11,6800000
6904,1.0,2,146.0,30.0,6.0,,,,1934.0,7,ЦАО,р-н Пресненский,Маяковская,walk,11,185000000
1969,,1,38.26,4.3,1.0,25.4,f,,,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,7277739
3380,,9,108.0,15.0,3.0,,,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,125000000
5959,,8,120.0,12.0,5.0,70.0,f,,1999.0,12,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,2,21800000
1879,,6,82.8,,1.0,,t,,,13,ЦАО,р-н Арбат,Смоленская,walk,8,71692438
2251,,13,70.0,14.0,2.0,31.0,f,,,21,ЗАО,р-н Филевский парк,Фили,walk,16,44000000
6058,1.0,5,153.0,20.0,5.0,110.0,,,2009.0,28,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,9,62000000
2087,,7,108.3,10.0,2.0,,t,,2023.0,9,ЦАО,р-н Тверской,Маяковская,walk,2,194940000
1375,,2,41.69,,1.0,,f,,,19,ВАО,р-н Богородское,Бульвар Рокоссовского,transport,4,16500000
1963,1.0,4,32.5,10.2,1.0,11.8,f,,,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,7471068
7550,0.0,13,20.6,,,,f,,,26,ЮВАО,р-н Рязанский,Окская,walk,5,9400000
4408,,10,129.4,9.0,4.0,84.0,f,,2023.0,14,ЗАО,р-н Раменки,Минская,transport,5,95000000
6038,0.0,3,136.0,15.0,5.0,83.0,f,,1890.0,4,ЦАО,р-н Арбат,Смоленская,walk,11,56000000
462,,11,38.9,12.7,1.0,16.1,f,,,14,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,12181200
4247,0.0,20,62.2,,3.0,,f,,2018.0,24,ВАО,р-н Перово,Новогиреево,transport,5,24000000
2482,0.0,3,55.8,9.0,2.0,28.7,,,,18,ЮВАО,р-н Кузьминки,Кузьминки,walk,6,17000000
3446,0.0,2,88.0,8.0,3.0,55.0,f,,1912.0,5,ЦАО,р-н Замоскворечье,Третьяковская,walk,1,67490000
7126,1.0,4,400.0,45.0,6.0,289.0,,,2012.0,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,550000000
3295,,2,72.6,5.3,3.0,46.0,f,,,17,ЗАО,р-н Раменки,Раменки,walk,3,42064440
98,1.0,16,37.8,8.0,1.0,20.0,f,,,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,9,8700000
4499,1.0,7,200.0,15.0,4.0,,,,2001.0,8,ЦАО,р-н Тверской,Менделеевская,walk,6,119000000
2193,,3,70.0,30.0,2.0,35.0,f,,,24,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,11,46500000
8092,,9,24.0,,,,t,,,21,ЮВАО,р-н Нижегородский,Калитники,walk,11,9565113
4762,0.0,6,340.0,25.0,4.0,281.0,,,2002.0,6,ЦАО,р-н Якиманка,Добрынинская,walk,4,275471699
3663,1.0,6,113.0,20.0,3.0,,,,,20,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,136000000
100,,8,34.9,9.4,1.0,20.0,f,,,12,САО,р-н Дмитровский,Грачёвская,transport,3,9000000
1567,,13,36.7,5.1,1.0,22.5,f,,,24,ЗАО,р-н Солнцево,Солнцево,walk,17,14629831
1071,,38,76.9,18.4,4.0,42.3,f,,,68,ЮВАО,р-н Печатники,Кожуховская,walk,9,28234752
1272,0.0,8,41.5,4.9,1.0,23.3,f,,,41,САО,р-н Хорошевский,Аэропорт,walk,13,34000000
1109,,7,36.9,,1.0,,f,,1980.0,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
6636,1.0,8,204.0,,6.0,,,,1991.0,12,ЦАО,р-н Якиманка,Октябрьская,walk,8,183600000
2788,0.0,11,55.0,9.0,2.0,29.0,f,,2012.0,14,НАО (Новомосковский),м. Пыхтино,Пыхтино,walk,7,13499000
6848,1.0,14,455.6,58.0,6.0,376.0,,,2000.0,15,САО,р-н Аэропорт,Аэропорт,walk,7,134900000
7830,,9,23.01,4.0,,8.9,f,,,18,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,6956451
5483,,9,195.3,25.3,5.0,108.5,,,,13,ЦАО,р-н Хамовники,Спортивная,walk,10,312480000
2038,,2,46.3,17.0,2.0,25.0,t,,1917.0,3,ЦАО,р-н Басманный,Китай-город,walk,3,56000000
407,,24,72.0,15.0,1.0,50.0,t,,2019.0,79,ЦАО,р-н Пресненский,Москва-Сити,walk,2,68000000
5977,2.0,2,111.3,13.0,5.0,,f,,2010.0,17,СВАО,р-н Отрадное,Бибирево,walk,11,29900000
2110,1.0,2,85.4,8.2,3.0,,f,,,7,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,8,17438680
5769,1.0,21,370.0,25.0,5.0,275.0,f,,,21,ЗАО,р-н Раменки,Ломоносовский проспект,walk,16,130000000
5004,1.0,3,145.0,15.0,4.0,98.0,f,,1998.0,17,САО,р-н Западное Дегунино,Селигерская,walk,10,35000000
3160,0.0,12,49.6,9.0,2.0,35.0,t,,2019.0,28,ЗАО,р-н Филевский парк,Парк Победы,walk,14,26000000
3100,1.0,5,45.5,8.0,2.0,,f,,1959.0,8,ЦАО,р-н Красносельский,Красносельская,walk,12,23000000
5771,1.0,9,20.6,5.1,,8.5,f,,,15,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,16,6350218
5759,,63,169.0,25.4,5.0,138.7,f,,,67,ЦАО,р-н Пресненский,Москва-Сити,walk,7,239439200
1394,,4,87.24,23.5,2.0,29.6,f,,,12,ЗАО,м. Павшино,Павшино,transport,24,39144588
689,0.0,2,32.0,5.2,1.0,21.4,f,,1964.0,9,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,8,14500000
2330,,15,122.0,26.0,5.0,60.0,f,,,17,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,29043181
6446,,12,196.0,15.0,6.0,,f,,1956.0,16,ЦАО,р-н Хамовники,Спортивная,walk,14,219000000
3061,1.0,11,55.8,,2.0,,f,,,29,ЮВАО,р-н Южнопортовый,Дубровка,walk,17,20119633
4213,,7,72.0,7.0,3.0,45.2,t,,,21,ЗАО,р-н Очаково-Матвеевское,Давыдково,walk,12,21960000
3438,,3,50.75,5.2,3.0,37.6,f,,,25,СЗАО,р-н Хорошево-Мневники,Октябрьское поле,transport,5,26014450
3307,,12,96.05,,3.0,,f,,,75,ЮАО,р-н Донской,Площадь Гагарина,walk,9,46236452
3996,,1,123.0,20.5,3.0,70.0,f,,2003.0,17,СЗАО,р-н Покровское-Стрешнево,Щукинская,walk,8,49000000
1644,,21,39.1,12.0,1.0,20.0,f,,2023.0,29,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,5,17700000
107,,6,43.5,11.8,1.0,15.3,t,,,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,17182500
6244,3.0,27,212.0,,5.0,,f,,2009.0,31,ЗАО,р-н Очаково-Матвеевское,Славянский бульвар,walk,19,115000000
7213,1.0,1,583.0,65.0,6.0,283.0,t,,,3,ЦАО,р-н Хамовники,Кропоткинская,walk,2,1352000000
6916,0.0,15,410.0,20.0,6.0,,,,2016.0,30,СЗАО,р-н Щукино,Щукинская,walk,18,195000000
553,0.0,3,38.5,13.2,1.0,18.5,f,,1986.0,12,СЗАО,р-н Строгино,Строгино,walk,20,11200000
278,,13,57.3,6.2,1.0,16.2,f,,,19,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,34626390
4341,1.0,10,105.9,17.3,3.0,,,,2009.0,25,ЗАО,р-н Солнцево,Солнцево,walk,9,31000000
2730,,11,42.6,17.5,2.0,12.3,f,,,16,НАО (Новомосковский),м. Саларьево,Саларьево,transport,11,13325732
2023,,1,40.79,4.1,1.0,28.2,f,,,5,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,7728286
5600,1.0,6,210.0,30.0,5.0,160.0,f,,2010.0,21,ЮЗАО,р-н Академический,Академическая,walk,10,125000000
4708,,6,28.0,4.5,,12.9,f,,,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,8287464
6519,,3,353.0,,6.0,,t,,2019.0,3,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,transport,4,330000000
6162,1.0,4,373.0,19.9,6.0,192.0,,,1912.0,9,ЦАО,р-н Хамовники,Кропоткинская,walk,8,619997000
2380,,9,58.59,,2.0,26.1,f,,,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,29754536
3521,,5,142.0,,3.0,,f,,2014.0,14,ЦАО,р-н Хамовники,Фрунзенская,walk,16,230000000
4444,,6,22.6,4.1,,10.2,f,,,18,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,6493455
838,,25,46.3,10.0,1.0,20.6,f,,,25,САО,р-н Левобережный,Беломорская,walk,9,15500000
5258,,5,117.7,,4.0,,f,,1958.0,11,ЦАО,р-н Хамовники,Фрунзенская,walk,13,92000000
6860,2.0,4,177.7,,6.0,108.5,,,2007.0,31,ЗАО,р-н Очаково-Матвеевское,Славянский бульвар,walk,19,140000000
6167,1.0,27,212.0,49.5,5.0,130.0,,,2008.0,30,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,113999999
2217,,5,52.0,10.0,2.0,38.0,f,,1974.0,12,ЦАО,р-н Мещанский,Цветной бульвар,walk,8,31950000
