id,cian_id,balcony,floor_num,garage,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
3641,290250467,None,3,None,110.0,16.0,3,64.0,f,None,None,5,ЦАО,р-н Пресненский,Улица 1905 года,walk,13,119000000
3642,300440822,None,4,None,78.0,None,3,None,t,None,2017,7,ЦАО,р-н Арбат,Арбатская,walk,6,120000000
3643,289504466,None,4,None,116.69,None,3,None,f,None,None,10,ЗАО,р-н Дорогомилово,Парк Победы,walk,5,134193500
3644,298653965,None,4,None,117.0,None,3,None,f,None,None,11,ЗАО,р-н Дорогомилово,Парк Победы,walk,10,134550000
3653,301316906,1,6,None,63.6,None,3,None,f,None,1972,14,САО,р-н Савеловский,Гражданская,walk,4,23500000
3645,298790726,None,2,None,89.0,None,3,None,f,None,None,8,ЦАО,р-н Якиманка,Полянка,walk,6,188240000
3646,298008406,0,2,None,74.7,12.1,3,42.2,f,None,2022,7,НАО (Новомосковский),м. Санино,Санино,walk,10,11500000
3647,297157815,None,3,None,80.5,14.0,3,43.0,f,None,2022,4,ТАО (Троицкий),м. Ольховая,Ольховая,transport,20,14400000
3648,300178166,2,14,None,70.3,10.0,3,33.1,f,None,2006,14,СВАО,р-н Северный,Марк,transport,5,14900000
3654,297540067,1,17,None,128.8,28.0,3,None,f,None,2009,25,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,9,26000000
3671,299881732,None,11,None,90.0,35.0,3,None,None,None,None,13,САО,р-н Беговой,Петровский Парк,walk,7,55000000
3649,300568982,2,11,None,62.8,6.5,3,45.1,f,None,None,12,ЮЗАО,р-н Зюзино,Зюзино,walk,12,17500000
3650,295715441,None,11,None,82.7,9.0,3,48.2,f,None,None,14,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,11,17400000
3651,301254689,None,7,None,92.0,11.0,3,50.0,f,None,2023,22,ЮАО,р-н Бирюлево Восточное,Царицыно,transport,6,18890000
3652,298879602,None,6,None,58.6,5.0,3,None,f,None,2023,44,САО,р-н Западное Дегунино,Селигерская,walk,10,22300000
3655,301809313,0,10,None,60.0,20.0,3,35.0,f,None,2021,14,САО,р-н Западное Дегунино,Селигерская,walk,11,31000000
3656,290778903,None,24,None,69.0,8.0,3,37.0,t,None,2018,44,ЦАО,р-н Пресненский,Улица 1905 года,walk,12,31700000
3657,296768539,None,3,None,79.0,None,3,None,t,None,1917,4,ЦАО,р-н Замоскворечье,Серпуховская,walk,6,32300000
3658,300115909,None,2,None,129.0,15.0,3,100.0,t,None,None,4,СВАО,р-н Марьина роща,Марьина Роща,walk,8,32950000
3659,297726624,2,15,None,70.0,12.1,3,40.0,f,None,2023,32,СВАО,р-н Бутырский,Бутырская,walk,5,34650000
3665,299612580,None,10,None,82.1,11.0,3,35.0,f,None,2010,23,СВАО,р-н Останкинский,Улица Академика Королёва,walk,5,45000000
3674,298323257,None,4,None,110.0,7.0,3,52.0,f,None,None,6,ЮЗАО,р-н Академический,Профсоюзная,walk,14,63000000
3660,296743269,None,24,None,98.0,15.0,3,70.0,f,None,2015,38,СВАО,р-н Ростокино,Ростокино,walk,11,37200000
3661,294649005,1,16,None,103.0,12.8,3,62.0,f,None,None,17,ВАО,р-н Преображенское,Преображенская площадь,walk,12,37500000
3662,299562690,None,12,None,82.0,18.0,3,59.0,f,None,None,31,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,39500000
3663,301319348,2,6,None,106.1,15.0,3,58.1,None,None,None,15,ЮАО,р-н Даниловский,Крестьянская застава,transport,5,41500000
3664,297314506,None,2,None,69.9,14.0,3,None,None,None,None,14,ЗАО,р-н Раменки,Минская,transport,5,44000000
3675,301769726,1,11,None,92.0,12.0,3,47.0,f,None,2022,35,СВАО,р-н Останкинский,Алексеевская,walk,10,63800000
7690,298554378,None,9,None,29.8,5.4,None,14.4,f,None,None,23,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,7039456
3668,300005839,3,6,None,70.0,20.0,3,35.0,f,None,None,8,ЦАО,р-н Тверской,Охотный ряд,walk,5,51990000
3669,300439643,None,12,None,89.0,10.0,3,65.0,f,None,None,18,ЦАО,р-н Таганский,Пролетарская,walk,10,55000000
3670,298558213,None,3,None,60.0,5.0,3,45.0,f,None,None,16,ЦАО,р-н Пресненский,Москва-Сити,walk,12,54890000
3672,296712611,None,17,None,89.0,None,3,None,f,None,2021,40,САО,р-н Хорошевский,Динамо,walk,8,58000000
3673,300101711,1,5,None,107.0,15.0,3,67.0,f,None,None,6,ЦАО,р-н Красносельский,Тургеневская,walk,3,60000000
3680,290884000,None,3,None,107.6,10.0,3,None,f,None,2019,24,САО,р-н Беговой,Белорусская,walk,8,77000000
3676,289899667,0,24,None,128.0,20.0,3,None,None,None,2007,31,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,65000000
3677,289978007,3,5,None,161.6,None,3,None,f,None,2014,25,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,66000000
3678,299609442,None,9,None,128.0,5.0,3,97.0,f,None,None,18,ЦАО,р-н Пресненский,Москва-Сити,walk,12,68000000
3679,301573903,None,5,None,80.0,8.0,3,58.0,f,None,None,6,ЦАО,р-н Пресненский,Арбатская,walk,6,75000000
3682,299095732,None,17,None,83.7,None,3,None,t,None,None,32,ЗАО,р-н Дорогомилово,Поклонная,walk,14,83700000
3715,299992195,None,4,None,73.5,10.0,3,45.0,None,None,None,17,ЮВАО,р-н Некрасовка,Некрасовка,walk,10,13250000
3683,299232975,None,14,None,83.0,32.0,3,28.0,f,None,None,20,ЦАО,р-н Пресненский,Москва-Сити,walk,12,99000000
3684,298149867,None,5,None,152.0,8.0,3,90.0,f,None,None,5,ЦАО,р-н Пресненский,Пушкинская,walk,11,106400000
3685,300980554,None,3,None,108.0,18.7,3,75.0,None,None,None,12,ЦАО,р-н Хамовники,Спортивная,walk,11,108000000
3686,299504460,None,8,None,102.0,15.0,3,71.0,f,None,2022,18,ЦАО,р-н Хамовники,Спортивная,walk,6,111998000
3687,297295342,1,6,None,106.2,8.0,3,None,f,None,None,6,ЦАО,р-н Пресненский,Пушкинская,walk,9,115000000
7691,297262221,None,2,None,19.8,None,None,10.1,f,None,None,18,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,7057670
7822,293987831,None,4,None,24.4,5.9,None,11.5,f,None,None,13,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,9,7830731
3689,296564597,1,6,None,140.0,None,3,None,t,None,2018,7,ЦАО,р-н Басманный,Чкаловская,walk,11,135000000
3690,301354766,None,5,None,151.0,13.0,3,98.0,f,None,2019,14,ЦАО,р-н Хамовники,Спортивная,walk,9,174900000
3691,300683900,None,10,None,136.0,18.0,3,None,f,None,None,14,ЦАО,р-н Хамовники,Фрунзенская,walk,6,175000000
3692,300650050,1,13,None,159.0,None,3,None,f,None,2000,13,ЦАО,р-н Арбат,Смоленская,walk,5,180000000
3693,301680543,None,6,None,113.9,17.0,3,56.6,None,None,None,12,ЦАО,р-н Хамовники,Спортивная,walk,7,182240000
3694,285557021,None,6,None,114.1,17.2,3,None,None,None,None,12,ЦАО,р-н Хамовники,Спортивная,walk,9,182560000
3695,285557020,None,6,None,113.9,17.2,3,None,None,None,None,12,ЦАО,р-н Хамовники,Спортивная,walk,7,182240000
3696,301734710,None,5,None,135.08,20.3,3,73.0,None,None,None,12,ЦАО,р-н Хамовники,Спортивная,walk,7,207380000
3697,295986039,0,8,None,139.0,None,3,None,f,None,2008,11,ЦАО,р-н Хамовники,Фрунзенская,walk,12,229559749
3698,292771959,None,2,None,173.6,None,3,None,f,None,2004,5,ЦАО,р-н Хамовники,Фрунзенская,walk,6,348930819
3699,301110099,1,1,None,60.0,6.2,3,45.1,None,None,None,9,СВАО,р-н Ярославский,Медведково,transport,9,10500000
3700,300018236,None,9,None,48.9,6.0,3,34.0,None,None,1973,9,ЮАО,р-н Бирюлево Западное,Битца,transport,6,11090000
3701,300471637,1,2,None,50.0,6.2,3,35.0,None,None,1970,9,ВАО,р-н Вешняки,Выхино,walk,18,11450000
3704,300938550,1,11,None,53.4,13.0,3,34.0,None,None,2017,25,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,6,12000000
3705,301186652,None,14,None,50.6,6.9,3,30.3,f,None,2023,15,НАО (Новомосковский),м. Санино,Санино,transport,10,12200000
3706,299103415,1,9,None,56.0,7.0,3,43.1,None,None,1972,9,ВАО,р-н Ивановское,Новогиреево,walk,18,12300000
7824,290946656,1,12,None,22.9,6.6,None,7.8,f,None,None,18,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,9,7838765
7943,300866666,0,4,None,33.0,5.5,None,20.9,f,None,2022,10,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,8500000
3707,300341586,1,8,None,58.3,6.0,3,43.1,f,None,1970,9,СВАО,р-н Лосиноостровский,Медведково,transport,3,12290000
3708,299165986,0,1,None,65.1,10.5,3,40.0,f,None,2021,4,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,12499000
3711,300099663,None,2,None,58.3,6.2,3,44.5,f,None,1971,9,ЮАО,р-н Чертаново Южное,Улица Академика Янгеля,walk,10,12700000
3712,301010865,0,2,None,54.0,6.5,3,39.0,f,None,1968,16,ЗАО,р-н Можайский,Сетунь,walk,16,12690000
3713,298683992,0,8,None,49.0,9.0,3,35.0,t,None,None,11,ЮАО,р-н Нагорный,Нагорная,walk,1,12900000
3718,300830556,None,1,None,57.5,10.0,3,None,None,None,None,9,ЮАО,р-н Чертаново Северное,Южная,walk,12,13400000
3721,300708558,None,9,None,66.0,8.0,3,47.0,None,None,1981,16,ВАО,р-н Вешняки,Выхино,walk,13,13700000
3724,297363663,None,1,None,53.0,6.0,3,35.0,None,None,1959,5,ЮЗАО,р-н Академический,Академическая,walk,3,13800000
3726,298656989,None,1,None,76.4,None,3,34.4,f,None,None,20,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,11,14103866
3727,299145106,1,4,None,50.0,None,3,None,f,None,1976,9,ЮЗАО,р-н Ясенево,Ясенево,walk,12,14500000
3728,298251657,None,1,None,74.3,10.0,3,45.2,None,None,1998,17,ЮАО,р-н Царицыно,Кантемировская,walk,5,14500000
3731,299899341,1,13,None,65.0,9.5,3,40.0,f,None,1983,16,ЮАО,р-н Чертаново Южное,Аннино,walk,8,14500000
3732,294991515,1,1,None,76.0,11.0,3,43.5,None,None,2003,10,НАО (Новомосковский),м. Щербинка,Щербинка,walk,9,14699000
3735,299059160,1,7,None,58.8,6.0,3,42.0,None,None,None,9,ВАО,р-н Новогиреево,Перово,walk,5,14800000
3736,301563497,0,2,None,62.6,8.2,3,39.0,f,None,1980,12,ЮВАО,р-н Марьино,Курьяново,walk,11,14800000
3737,300723081,1,2,None,57.7,7.0,3,33.0,f,None,1969,9,ЮВАО,р-н Печатники,Печатники,walk,3,14900000
3745,296664650,3,12,None,70.0,9.2,3,45.0,f,None,1967,12,ЮЗАО,р-н Зюзино,Зюзино,walk,11,15500000
7825,273050843,None,11,None,24.3,6.4,None,8.8,f,None,None,16,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,11,7846606
8048,301276120,None,11,None,25.8,None,None,10.8,f,None,None,17,НАО (Новомосковский),м. Боровское шоссе,Боровское шоссе,transport,8,9278254
3738,301131417,1,9,None,58.4,6.5,3,44.2,None,None,1969,9,СВАО,р-н Северное Медведково,Медведково,walk,6,15000000
3740,292937859,None,14,None,63.1,9.3,3,46.0,f,None,1976,14,ВАО,р-н Ивановское,Новогиреево,transport,6,15200000
3743,300840176,1,4,None,55.0,7.0,3,34.0,None,None,1978,9,ЮЗАО,р-н Ясенево,Ясенево,walk,15,15299000
3744,296718477,None,3,None,51.0,5.2,3,32.1,f,None,1972,9,ВАО,р-н Новогиреево,Новогиреево,walk,8,15500000
3746,300318757,0,7,None,58.0,6.0,3,None,f,None,1972,9,ЮАО,р-н Чертаново Южное,Улица Академика Янгеля,walk,12,15500000
3747,301022443,0,6,None,63.6,7.0,3,43.9,f,None,1981,9,ЗАО,р-н Солнцево,Солнцево,walk,11,15700000
3749,299507334,1,17,None,73.7,10.0,3,44.8,None,None,None,17,САО,р-н Головинский,Коптево,walk,18,16000000
3750,300651633,0,1,None,55.1,6.0,3,43.0,f,None,1960,5,САО,р-н Войковский,Красный Балтиец,walk,11,15900000
3751,298891634,None,1,None,74.7,None,3,43.8,f,None,None,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,12,15944936
3753,301224529,1,11,None,63.5,7.8,3,45.3,None,None,1998,16,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,8,15900000
3754,301294578,None,13,None,67.5,8.0,3,45.0,f,None,None,16,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,15990000
3755,298413599,0,2,None,63.6,7.0,3,43.9,f,None,1981,9,ЗАО,р-н Солнцево,Солнцево,walk,11,15990000
3758,299334741,2,3,None,68.3,6.0,3,45.0,None,None,1978,9,ЮЗАО,р-н Ясенево,Ясенево,walk,14,16300000
3759,301201091,0,4,None,79.4,10.1,3,50.7,f,None,2009,17,ЮЗАО,р-н Южное Бутово,Щербинка,transport,4,16200000
3760,300327977,0,5,None,74.8,10.0,3,50.0,f,None,2006,17,ЗелАО,р-н Матушкино,Зеленоград — Крюково,transport,5,16200000
3762,296224199,None,2,None,63.0,12.0,3,28.0,f,None,None,32,ЮАО,р-н Царицыно,Каширская,transport,4,16543800
3763,290294254,None,6,None,61.1,22.5,3,9.5,t,None,None,28,СВАО,р-н Отрадное,Отрадное,walk,8,16435900
7560,301568112,None,2,None,20.0,None,None,None,f,None,None,17,НАО (Новомосковский),м. Щербинка,Щербинка,walk,10,6188899
3764,301308933,1,6,None,59.0,6.0,3,38.3,None,None,None,9,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,16400000
3766,298525985,None,2,None,60.6,12.5,3,32.9,f,None,None,24,ЗАО,р-н Солнцево,Солнцево,walk,17,16784866
3768,294352525,0,1,None,74.2,10.2,3,45.7,None,None,1984,17,ЗАО,р-н Можайский,Сетунь,walk,20,16800000
3769,299292675,None,4,None,61.7,4.9,3,51.8,t,None,None,36,СВАО,р-н Ярославский,Ростокино,walk,12,16936650
3786,301347592,0,22,None,57.0,10.0,3,40.0,f,None,2020,25,НАО (Новомосковский),м. Саларьево,Саларьево,walk,9,17450000
7561,296667163,1,9,None,21.4,5.3,None,7.4,f,None,None,19,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,6182053
7827,297239183,1,10,None,30.3,7.7,None,13.2,f,None,None,12,НАО (Новомосковский),м. Аэропорт Внуково,Аэропорт Внуково,transport,17,7823460
8049,301405856,None,14,None,24.0,2.0,None,16.0,t,None,None,24,САО,р-н Дмитровский,Яхромская,walk,5,9250000
3770,298225530,None,11,None,52.0,16.4,3,None,None,None,2023,17,НАО (Новомосковский),м. Прокшино,Прокшино,walk,16,17000000
3772,301353202,1,4,None,63.5,6.0,3,46.1,f,None,1970,9,ЮАО,р-н Чертаново Центральное,Пражская,walk,14,17000000
3775,299549331,0,2,None,90.0,10.7,3,47.0,f,None,2007,22,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,10,16900000
3776,301216197,None,15,None,71.6,11.0,3,45.0,f,None,None,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,6,16900000
3787,298891287,None,7,None,78.4,None,3,39.9,f,None,None,22,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,7,17613428
7562,296070962,1,3,None,21.3,4.7,None,7.5,f,None,None,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,8,6175064
7828,290891277,None,6,None,25.4,5.8,None,11.0,f,None,None,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,7832061
3777,299739438,1,14,None,76.3,10.3,3,44.8,None,None,1982,16,САО,р-н Дмитровский,Лианозово,transport,4,17000000
3778,300045504,0,3,None,57.9,6.0,3,37.8,f,None,1972,9,ЮЗАО,р-н Теплый Стан,Коньково,walk,6,17000000
3779,299859361,1,4,None,63.4,8.0,3,45.0,f,None,1969,9,ЮЗАО,р-н Коньково,Коньково,walk,8,16900000
3781,286346554,None,2,None,56.8,8.2,3,43.6,t,None,None,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,17324000
3782,300574443,None,2,None,87.1,10.7,3,57.0,f,None,2007,22,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,10,17350000
3790,296320944,1,6,None,82.9,13.5,3,None,f,None,None,8,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,7,17815210
3886,301643246,0,3,None,80.0,10.2,3,46.0,f,None,2008,22,ЗАО,р-н Можайский,Сетунь,walk,20,23000000
3785,291312183,1,6,None,60.0,5.0,3,43.2,f,None,1971,9,ЗАО,р-н Фили-Давыдково,Давыдково,walk,11,17500000
3788,299331244,None,13,None,65.6,8.5,3,40.7,None,None,1976,16,СВАО,р-н Лосиноостровский,Медведково,transport,3,17620000
3789,300854469,1,8,None,53.4,5.3,3,40.0,None,None,1962,8,ЮАО,р-н Донской,Верхние котлы,walk,5,17550000
3791,301184664,0,4,None,55.6,5.6,3,37.6,f,None,1966,9,ЮЗАО,р-н Коньково,Беляево,walk,8,17800000
3797,296320988,1,2,None,85.7,8.5,3,None,f,None,None,8,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,7,18048420
3805,297843960,None,12,None,77.9,12.6,3,44.1,f,None,None,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,8,18111750
7563,301534619,1,4,None,24.4,6.2,None,11.0,f,None,None,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6187537
7829,281573594,1,16,None,20.6,5.0,None,8.3,f,None,None,16,НАО (Новомосковский),м. Саларьево,Саларьево,transport,10,7843201
3792,301501984,None,19,None,77.6,20.3,3,50.0,f,None,None,19,СЗАО,р-н Митино,Пятницкое шоссе,transport,5,17800000
3793,301783332,None,1,None,72.5,11.0,3,None,None,None,2002,17,СВАО,р-н Северное Медведково,Медведково,walk,14,18000000
3794,295830581,None,16,None,65.3,None,3,47.7,t,None,None,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,17990150
3795,287274931,None,13,None,51.0,12.0,3,33.0,f,None,None,32,ЮАО,р-н Царицыно,Каширская,transport,4,17907120
3796,297853511,None,12,None,78.6,13.8,3,47.5,f,None,None,15,НАО (Новомосковский),м. Ольховая,Ольховая,transport,9,18085452
3887,301706922,None,31,None,56.3,21.8,3,21.7,f,None,None,64,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,23310120
3799,298264376,1,10,None,64.7,18.5,3,40.0,None,None,2019,14,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,9,17900000
3800,295854793,1,17,None,76.5,11.0,3,44.7,None,None,1985,17,ЮВАО,р-н Марьино,Марьино,walk,11,17950000
3801,293454410,0,5,None,73.0,9.0,3,50.0,None,None,None,5,ЗАО,р-н Можайский,Сетунь,walk,7,17900000
3802,299698539,0,15,None,62.2,19.0,3,37.0,t,None,2022,22,СЗАО,р-н Щукино,Стрешнево,walk,6,17900000
3808,300878279,2,3,None,63.0,7.0,3,43.6,None,None,None,12,ЮЗАО,р-н Теплый Стан,Коньково,walk,9,18500000
3902,301564717,None,66,None,52.4,19.3,3,24.0,f,None,None,68,ЮВАО,р-н Печатники,Кожуховская,walk,9,24247852
3803,300830548,None,3,None,85.0,22.7,3,41.4,None,None,2021,16,НАО (Новомосковский),м. Потапово,Потапово,walk,7,18140000
3804,286885980,None,20,None,65.77,14.6,3,46.2,t,None,None,20,СВАО,р-н Северный,Новодачная,walk,6,18165674
3806,300745958,1,2,None,63.4,9.2,3,42.4,None,None,None,14,СВАО,р-н Свиблово,Свиблово,walk,9,18500000
3807,301704920,0,8,None,57.3,5.9,3,43.9,f,None,1967,9,САО,р-н Ховрино,Речной вокзал,walk,16,18500000
3813,301509900,0,6,None,63.4,7.1,3,44.0,None,None,1973,12,САО,р-н Головинский,Коптево,walk,15,19000000
3809,293755745,1,7,None,67.8,8.6,3,43.4,f,None,1982,16,ВАО,р-н Соколиная гора,Соколиная гора,walk,2,18800000
3810,301450033,None,6,None,74.0,11.0,3,44.0,None,None,2023,9,ЗАО,р-н Солнцево,Солнцево,transport,6,18750000
3811,293007185,None,7,None,69.1,13.1,3,51.0,t,None,None,36,СВАО,р-н Ярославский,Ростокино,walk,12,18967950
3812,298891568,None,14,None,84.7,None,3,46.3,f,None,None,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,12,18935023
3816,301448358,0,10,None,55.0,5.8,3,35.0,t,None,None,14,ЗАО,р-н Можайский,Давыдково,transport,4,19300000
3844,301425697,None,3,None,54.4,None,3,35.8,f,None,None,34,ЮАО,р-н Нагорный,Нагорная,walk,8,20617600
3814,301407892,1,4,None,72.1,8.3,3,50.4,f,None,1954,5,ЗАО,р-н Кунцево,Молодёжная,walk,9,19000000
3815,296871940,None,2,None,68.0,12.2,3,40.8,f,None,None,30,ЮВАО,р-н Рязанский,Окская,walk,10,19294524
3817,299020433,1,8,None,69.59,10.0,3,42.0,f,None,2022,24,СЗАО,р-н Митино,Пятницкое шоссе,transport,5,19200000
3818,293200748,1,8,None,71.3,8.2,3,45.2,f,None,None,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,19522300
3819,300688272,2,4,None,78.5,8.6,3,44.8,None,None,1958,5,СЗАО,р-н Щукино,Панфиловская,walk,13,19500000
3822,284988849,None,25,None,75.9,12.6,3,42.2,f,None,None,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,19755994
3847,300708040,None,11,None,71.1,18.3,3,None,f,None,None,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,20883065
3820,300752416,1,3,None,74.7,10.1,3,43.9,f,None,1990,17,ЮВАО,р-н Печатники,Депо,walk,12,19500000
3821,301295333,1,3,None,77.0,9.0,3,52.1,f,None,1960,5,ВАО,р-н Богородское,Бульвар Рокоссовского,transport,4,19500000
3824,296872037,None,19,None,67.1,12.1,3,40.3,f,None,None,30,ЮВАО,р-н Рязанский,Окская,walk,10,19787991
3826,300923054,None,18,None,56.6,None,3,None,f,None,None,20,САО,р-н Головинский,Коптево,walk,9,19906220
3827,301081354,1,7,None,64.9,9.8,3,None,f,None,1966,12,СВАО,р-н Бутырский,Фонвизинская,walk,6,19900000
3850,297896847,0,19,None,81.7,15.0,3,47.0,f,None,2021,25,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,9,20990000
3904,301554631,None,3,None,56.8,15.3,3,27.4,f,None,None,48,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,24619349
7564,296397501,1,3,None,21.9,6.4,None,7.7,f,None,None,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6160820
7830,292609328,1,4,None,24.5,6.1,None,9.0,f,None,None,13,НАО (Новомосковский),м. Прокшино,Прокшино,transport,6,7849978
3828,297496839,0,5,None,60.3,7.0,3,32.0,None,None,None,5,ЮЗАО,р-н Академический,Профсоюзная,walk,6,19990000
3829,301024444,1,3,None,75.6,7.0,3,None,f,None,1958,8,САО,р-н Савеловский,Савёловская,walk,7,19990000
3830,297756821,None,1,None,79.0,10.0,3,43.6,f,None,1997,22,ЗАО,р-н Крылатское,Крылатское,transport,7,19900000
3831,301166183,0,2,None,59.7,6.0,3,42.0,f,None,1970,9,САО,р-н Тимирязевский,Петровско-Разумовская,walk,2,19900000
3832,286886002,None,19,None,75.51,19.2,3,51.3,t,None,None,20,СВАО,р-н Северный,Новодачная,walk,6,20078109
3918,300197445,None,17,None,64.2,10.9,3,34.6,f,None,None,29,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,25500000
3833,300667920,None,1,None,67.7,6.0,3,None,None,None,1924,5,ЮАО,р-н Даниловский,Автозаводская,walk,5,20000000
3834,301519836,1,6,None,75.0,13.0,3,44.0,f,None,2019,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,14,20100000
3835,301215055,0,15,None,76.9,10.4,3,44.2,None,None,2002,22,ЮВАО,р-н Люблино,Люблино,walk,8,20000000
3836,297028708,None,5,None,69.3,5.1,3,34.2,f,None,None,31,ВАО,р-н Метрогородок,Бульвар Рокоссовского,transport,7,20380000
3837,298947551,1,2,None,63.1,9.3,3,None,None,None,1970,14,СВАО,р-н Марьина роща,Марьина Роща,walk,6,20370000
3855,294558930,0,10,None,59.9,4.1,3,35.8,None,None,None,31,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,4,21200000
3924,301564451,None,48,None,71.6,19.3,3,36.6,f,None,None,68,ЮВАО,р-н Печатники,Кожуховская,walk,9,26093185
3838,301560916,None,4,None,87.3,12.3,3,56.1,None,None,1954,9,ЮАО,р-н Нагатино-Садовники,Варшавская,walk,13,20300000
3839,298879818,None,14,None,64.7,10.0,3,49.7,f,None,None,16,ЮАО,р-н Донской,Крымская,walk,10,20300000
3840,301309140,0,14,None,73.0,10.1,3,45.0,None,None,1988,17,САО,р-н Головинский,Коптево,walk,18,20500000
3841,296871830,None,10,None,71.1,12.8,3,42.7,f,None,None,12,ЮВАО,р-н Рязанский,Окская,walk,10,20451843
3842,295787407,0,2,None,81.3,8.3,3,53.0,f,None,None,5,ВАО,р-н Соколиная гора,Сортировочная,walk,11,20490000
3843,301555257,None,2,None,71.4,22.7,3,29.2,t,None,None,24,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,20,20606049
3845,293623782,None,15,None,50.4,2.8,3,42.6,t,None,None,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,20910960
3846,297719132,1,6,None,56.3,4.5,3,43.6,f,None,1970,9,САО,р-н Войковский,Войковская,walk,9,20900000
3848,301555220,2,20,None,67.2,20.7,3,28.7,t,None,None,24,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,20,20919295
3849,300502613,0,20,None,71.3,12.9,3,40.0,f,None,2023,26,ЮВАО,р-н Нижегородский,Нижегородская,walk,8,20950000
3851,301063362,None,4,None,73.0,10.0,3,46.0,f,None,1978,13,САО,р-н Беговой,Динамо,walk,9,20990000
3857,298393936,None,19,None,65.7,19.6,3,None,f,None,None,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,21344353
4200,301261758,None,21,None,92.5,None,4,58.3,f,None,None,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,39969250
7573,292130930,1,10,None,20.6,5.1,None,8.5,f,None,None,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,18,6291240
3852,300201630,1,2,None,74.0,8.5,3,52.0,f,None,1960,5,ЮЗАО,р-н Котловка,Нагорная,walk,10,21000000
3853,301561276,1,7,None,78.0,10.0,3,46.0,f,None,1995,14,ЮВАО,р-н Марьино,Марьино,walk,9,21000000
3854,299762885,2,3,None,73.0,10.2,3,44.1,f,None,1995,14,ЮВАО,р-н Марьино,Марьино,walk,9,21000000
3856,301327198,None,18,None,83.8,11.2,3,54.8,f,None,2021,25,ЮВАО,р-н Люблино,Перерва,walk,13,21200000
3858,301556997,None,23,None,54.9,16.5,3,25.3,f,None,None,31,САО,р-н Западное Дегунино,Селигерская,walk,13,21284173
3860,300433013,1,12,None,109.8,16.6,3,64.8,None,None,2005,12,НАО (Новомосковский),м. Кокошкино,Кокошкино,walk,9,21500000
3861,301590410,1,5,None,80.5,9.0,3,50.0,f,None,2004,15,СЗАО,р-н Строгино,Строгино,walk,15,21500000
3862,296474556,None,12,None,72.6,6.0,3,46.7,f,None,None,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,21689600
