,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
514,15,71.6,11.0,3.0,45.0,f,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,6,16900000
515,10,21.7,5.6,,10.5,f,19,ВАО,р-н Гольяново,Черкизовская,transport,5,8273820
516,18,23.0,,,,f,25,САО,р-н Хорошевский,Беговая,walk,9,16500000
517,6,90.0,12.0,4.0,53.0,f,8,ЦАО,р-н Тверской,Маяковская,walk,2,45000000
518,8,44.6,21.4,1.0,13.8,f,14,ЗАО,р-н Раменки,Ломоносовский проспект,transport,2,25870000
519,18,65.2,15.2,2.0,34.8,t,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,22102800
520,2,577.0,64.0,6.0,283.0,t,3,ЦАО,р-н Хамовники,Кропоткинская,walk,2,1352690000
521,5,54.9,17.7,3.0,23.3,f,13,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,13,12005280
522,5,185.5,15.0,5.0,,f,6,ЦАО,р-н Тверской,Трубная,walk,4,202012579
523,6,26.62,6.5,1.0,11.6,f,31,СВАО,р-н Марфино,Владыкино,transport,4,12900000
524,1,132.0,9.0,6.0,97.0,f,7,ЦАО,р-н Басманный,Китай-город,walk,5,48000000
525,4,18.7,,,,f,8,ЗАО,р-н Можайский,Рабочий посёлок,walk,15,13999000
526,2,35.91,4.2,1.0,23.4,f,14,НАО (Новомосковский),м. Щербинка,Щербинка,transport,9,7887861
527,4,77.8,21.5,4.0,36.4,f,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,14600376
528,3,75.6,7.0,3.0,,f,8,САО,р-н Савеловский,Савёловская,walk,7,19990000
529,2,43.1,5.3,2.0,29.0,f,35,САО,р-н Левобережный,Речной вокзал,walk,7,17139101
530,3,319.2,,5.0,,,20,СВАО,р-н Марьина роща,Достоевская,walk,8,183647799
531,18,42.1,12.3,1.0,18.3,,25,ЮВАО,р-н Нижегородский,Нижегородская,walk,7,17700000
532,19,106.5,,4.0,,f,25,САО,р-н Хорошевский,Беговая,walk,13,41822550
533,1,28.8,4.0,,,,4,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,6900000
534,6,28.1,,,14.1,f,21,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,7,10073354
535,9,50.4,10.6,1.0,20.7,t,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,16682400
536,8,42.7,11.0,1.0,20.0,,17,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,10950000
537,13,37.4,6.7,1.0,22.4,f,30,ЮВАО,р-н Рязанский,Окская,walk,10,12062397
538,1,267.5,,4.0,,f,3,ЦАО,р-н Замоскворечье,Третьяковская,walk,3,535000000
539,1,282.0,,6.0,,,22,ЗАО,р-н Раменки,Ломоносовский проспект,walk,15,135000000
540,7,131.37,39.3,4.0,50.5,f,13,ЮВАО,р-н Южнопортовый,Дубровка,walk,15,67314000
541,3,82.97,,3.0,24.7,f,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,39746265
542,2,171.9,9.0,4.0,101.0,f,5,ЦАО,р-н Хамовники,Фрунзенская,walk,6,348930819
543,3,145.0,46.0,5.0,90.0,t,7,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,8,140000000
544,11,175.0,20.0,5.0,94.0,t,11,ЦАО,р-н Басманный,Курская,walk,8,125000000
545,2,450.0,50.0,6.0,395.0,,9,ЦАО,р-н Хамовники,Спортивная,walk,3,451100000
546,4,32.4,12.5,1.0,12.1,f,26,САО,р-н Хорошевский,Зорге,walk,5,17960468
547,2,164.0,44.6,4.0,58.1,f,8,НАО (Новомосковский),м. Ольховая,Ольховая,walk,17,38212000
548,19,67.3,,3.0,,f,22,СВАО,р-н Марьина роща,Савёловская,walk,13,33763804
549,2,210.0,,5.0,,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,199129500
550,8,56.1,15.0,1.0,,f,16,ЦАО,р-н Таганский,Пролетарская,walk,9,28000000
551,4,369.0,31.0,6.0,,f,4,ЦАО,р-н Тверской,Пушкинская,walk,4,230000000
552,22,39.6,12.5,1.0,15.0,f,32,ЮВАО,р-н Нижегородский,Нижегородская,walk,8,12300000
553,26,144.0,,5.0,97.5,f,27,ЮАО,р-н Даниловский,Серпуховская,walk,20,75686400
554,5,95.5,39.0,3.0,52.0,f,31,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,8,29700000
555,19,276.0,26.0,6.0,132.0,f,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,497490000
556,4,326.0,20.0,6.0,,f,5,ЦАО,р-н Мещанский,Кузнецкий мост,walk,3,160000000
557,11,215.0,25.0,5.0,120.0,,20,ЗАО,р-н Раменки,Ломоносовский проспект,walk,16,129000000
558,6,37.04,4.0,1.0,14.8,t,9,ВАО,р-н Косино-Ухтомский,Реутов,transport,3,10800000
559,8,41.0,10.0,1.0,20.2,f,22,СВАО,р-н Южное Медведково,Медведково,transport,4,12900000
560,1,37.2,8.7,2.0,23.5,,9,ЦАО,р-н Басманный,Бауманская,walk,4,13000000
561,10,20.8,5.1,,9.7,f,30,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,5,10317236
562,1,314.3,30.0,6.0,168.0,f,7,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,20,250000000
563,8,60.1,20.0,3.0,,t,30,ЗАО,р-н Филевский парк,Фили,walk,16,29000000
564,56,120.9,18.1,4.0,97.8,f,67,ЦАО,р-н Пресненский,Москва-Сити,walk,7,120000000
565,1,40.8,,1.0,,f,3,ТАО (Троицкий),м. Апрелевка,Апрелевка,transport,23,7262400
566,9,363.0,,5.0,125.0,f,16,ЦАО,р-н Хамовники,Парк Культуры,walk,12,615220129
567,14,52.0,9.0,2.0,30.3,,17,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,14,16200000
568,8,105.0,,3.0,90.0,t,10,ЦАО,р-н Тверской,Менделеевская,walk,3,72150000
569,4,400.0,20.0,6.0,,f,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,546352204
570,2,50.0,6.2,3.0,35.0,,9,ВАО,р-н Вешняки,Выхино,walk,18,11450000
571,3,71.06,12.9,1.0,36.8,,13,ЦАО,р-н Хамовники,Спортивная,walk,9,94390000
572,3,236.0,35.0,5.0,,,7,ЦАО,р-н Хамовники,Парк Культуры,walk,10,377600000
573,17,350.0,26.0,5.0,220.0,f,17,ЦАО,р-н Тверской,Новослободская,walk,2,150000000
574,1,112.0,34.3,1.0,41.6,f,6,ЦАО,р-н Басманный,Чистые пруды,walk,5,136520000
575,2,57.0,20.8,2.0,26.1,f,12,ЗАО,р-н Кунцево,Молодёжная,walk,20,26550000
576,2,140.0,,3.0,,f,5,ЦАО,р-н Мещанский,Трубная,walk,5,227576030
577,14,79.3,,3.0,,f,39,ЮАО,р-н Даниловский,Павелецкая,walk,10,48664268
578,28,90.0,10.5,4.0,49.3,,28,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,43300000
579,11,19.5,5.1,,9.3,f,25,ЗелАО,р-н Крюково,Зеленоград — Крюково,transport,7,6413121
580,41,147.4,,5.0,121.9,f,42,ЮЗАО,р-н Котловка,Нагорная,walk,20,75822560
581,26,54.6,21.7,1.0,,f,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,27957272
582,4,108.88,44.6,3.0,30.3,f,14,ВАО,р-н Преображенское,Преображенская площадь,walk,7,46829769
583,20,38.7,16.3,1.0,13.0,f,21,СВАО,р-н Марфино,Телецентр,walk,11,23230000
584,3,234.5,16.0,5.0,131.0,,7,ЦАО,р-н Хамовники,Парк Культуры,walk,10,376950000
585,1,25.1,,,,t,3,САО,р-н Головинский,Моссельмаш,walk,2,6990000
586,16,47.6,15.0,1.0,20.0,,39,ЗАО,р-н Раменки,Аминьевская,walk,2,25000000
587,1,21.3,,,,t,4,ВАО,р-н Преображенское,Преображенская площадь,walk,9,7500000
588,4,36.0,,1.0,,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9120000
589,1,280.0,,5.0,,t,6,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,110000000
590,22,42.7,11.4,1.0,26.8,f,24,ЮАО,р-н Даниловский,ЗИЛ,walk,4,19500000
591,51,123.0,15.0,1.0,69.0,t,75,ЦАО,р-н Пресненский,Деловой центр,walk,3,99000000
592,6,153.0,,4.0,,,13,ЦАО,р-н Хамовники,Спортивная,walk,9,229400000
593,38,129.1,22.0,4.0,,f,40,ЮАО,р-н Даниловский,ЗИЛ,walk,8,72000000
594,3,92.2,,3.0,,f,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,94966000
595,10,102.2,20.0,4.0,,,25,ЗАО,р-н Раменки,Аминьевская,walk,9,56000000
596,7,25.5,,,16.4,f,52,ЗАО,р-н Раменки,Раменки,walk,19,13936853
597,7,43.5,,2.0,13.5,f,42,ЮЗАО,р-н Котловка,Нагорная,walk,20,26265300
598,3,316.0,100.0,6.0,,,10,ЦАО,р-н Басманный,Курская,walk,12,315000000
599,30,82.9,,4.0,52.3,f,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,37570280
600,2,238.0,23.4,6.0,131.7,t,5,ЦАО,р-н Тверской,Пушкинская,walk,5,138524540
601,25,105.0,10.0,2.0,70.0,t,73,ЦАО,р-н Пресненский,Деловой центр,walk,2,70000000
602,66,588.1,,5.0,,t,66,ЦАО,р-н Пресненский,Москва-Сити,walk,3,970365000
603,2,20.0,5.1,,9.8,f,38,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,6,10437000
604,3,195.3,,4.0,,f,18,ЮЗАО,р-н Ломоносовский,Профсоюзная,walk,12,124992000
605,22,152.0,14.0,5.0,91.0,,65,ЦАО,р-н Пресненский,Москва-Сити,walk,5,166430000
606,2,164.0,9.0,6.0,108.0,f,32,САО,р-н Аэропорт,Гражданская,walk,5,80000000
607,4,63.4,8.0,3.0,45.0,f,9,ЮЗАО,р-н Коньково,Коньково,walk,8,16900000
608,2,66.9,18.1,4.0,32.1,f,19,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,11374947
609,40,166.0,,3.0,117.7,t,85,ЦАО,р-н Пресненский,Москва-Сити,walk,1,128740413
610,9,40.5,9.3,1.0,17.3,f,41,САО,р-н Хорошевский,Аэропорт,walk,13,27000000
611,6,160.0,17.0,4.0,86.0,f,8,ЦАО,р-н Пресненский,Пушкинская,walk,6,290000000
612,2,123.0,11.0,4.0,70.0,f,6,ЦАО,р-н Пресненский,Арбатская,walk,10,109900000
613,8,29.0,4.5,,17.3,f,11,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,8603403
614,23,55.0,27.3,2.0,14.0,t,23,ЮЗАО,р-н Черемушки,Новые Черёмушки,transport,4,15600000
615,7,33.45,,1.0,,f,39,САО,р-н Западное Дегунино,Селигерская,walk,6,12400000
616,3,250.0,25.0,6.0,180.5,,4,ЦАО,р-н Тверской,Трубная,walk,9,140000000
617,27,138.7,,5.0,97.5,f,27,ЮАО,р-н Даниловский,Серпуховская,walk,20,70223810
618,12,46.2,18.8,1.0,14.9,,23,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,16,21900000
619,6,43.5,11.8,1.0,15.3,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,17182500
620,2,28.3,,1.0,,f,15,САО,р-н Головинский,Коптево,walk,9,10541750
621,12,38.7,8.6,1.0,21.0,f,12,ЮАО,р-н Орехово-Борисово Южное,Домодедовская,walk,12,9200000
622,5,75.06,,2.0,30.9,f,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,33325847
623,3,36.4,13.7,2.0,12.4,f,19,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,7,8340964
624,18,45.1,,2.0,26.9,f,28,ЮАО,р-н Нагорный,Нагорная,walk,8,18648850
625,6,75.8,13.2,3.0,39.7,,20,ЮАО,р-н Нагатинский затон,Коломенская,walk,14,28000000
626,15,23.2,6.1,,7.9,f,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,9,8881702
627,12,26.46,6.5,1.0,14.9,t,15,НАО (Новомосковский),м. Солнцево,Солнцево,transport,9,7523604
628,5,58.8,,2.0,23.1,f,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,29641732
629,31,124.8,,4.0,59.2,f,41,ЮАО,р-н Даниловский,Павелецкая,walk,17,60425332
630,2,50.8,,2.0,22.4,f,17,НАО (Новомосковский),м. Мичуринец,Мичуринец,walk,12,12303806
631,17,150.0,20.0,5.0,97.0,f,17,СВАО,р-н Ростокино,Ростокино,walk,5,45000000
632,28,51.2,7.0,,14.0,t,68,ЦАО,р-н Пресненский,Москва-Сити,walk,2,46000000
633,2,300.0,,6.0,,f,2,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,5,140000000
634,15,44.9,,2.0,30.9,f,32,ЮАО,р-н Даниловский,Серпуховская,walk,20,28444150
635,4,231.5,45.9,5.0,75.3,f,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,10,486150000
636,10,44.0,,2.0,,f,12,САО,р-н Дмитровский,Грачёвская,transport,3,10800000
637,3,193.5,17.0,6.0,128.0,,5,ЦАО,р-н Тверской,Пушкинская,walk,5,109000000
638,7,171.0,,3.0,,t,12,ЦАО,р-н Тверской,Маяковская,walk,6,74900000
639,20,104.1,,4.0,51.9,f,22,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,7,21724422
640,5,28.9,5.8,1.0,11.9,f,22,НАО (Новомосковский),м. Саларьево,Саларьево,transport,3,7340206
641,4,160.0,20.0,3.0,105.0,f,7,ЦАО,р-н Пресненский,Арбатская,walk,10,199000000
642,2,70.3,18.1,3.0,,f,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,19698763
643,4,27.9,,,11.3,f,30,СЗАО,р-н Щукино,Стрешнево,walk,5,12600000
644,3,240.0,14.0,6.0,150.0,f,4,СЗАО,р-н Митино,Пенягино,walk,8,95000000
645,12,80.0,10.9,3.0,46.7,f,35,САО,р-н Левобережный,Речной вокзал,walk,7,28740496
646,23,61.6,5.1,3.0,51.5,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,26444880
647,2,118.0,14.0,5.0,66.0,f,16,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,4,23500000
648,4,190.0,25.0,5.0,150.0,,5,ЦАО,р-н Басманный,Чистые пруды,walk,8,147000000
649,13,20.7,5.0,,8.3,f,16,НАО (Новомосковский),м. Прокшино,Прокшино,walk,14,7747036
650,2,47.2,18.6,1.0,14.1,f,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,10,103840000
651,7,64.9,9.8,3.0,,f,12,СВАО,р-н Бутырский,Фонвизинская,walk,6,19900000
652,28,145.0,10.0,5.0,,f,40,ЗАО,р-н Раменки,Ломоносовский проспект,walk,17,95496855
653,9,199.37,20.0,4.0,129.4,,11,ЦАО,р-н Хамовники,Спортивная,walk,8,219890000
654,7,69.1,13.1,3.0,51.0,t,36,СВАО,р-н Ярославский,Ростокино,walk,12,18967950
655,6,30.4,4.1,,19.8,f,18,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,7,7349391
656,13,40.8,6.0,1.0,19.0,f,26,САО,р-н Головинский,Водный стадион,walk,6,18500000
657,2,34.2,12.6,1.0,12.6,f,42,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,19412167
658,4,36.7,13.6,1.0,10.4,,38,СВАО,р-н Ростокино,Ботанический сад,walk,14,22500000
659,6,156.0,39.0,4.0,96.0,t,6,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,9,234000000
660,4,21.55,3.6,,11.0,f,10,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,19,6739354
661,3,24.5,5.9,,11.5,f,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,9,7263755
662,11,255.0,,6.0,,f,46,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,16,140000000
663,2,34.8,2.8,1.0,23.4,f,30,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,5,11827267
664,22,19.8,5.0,,9.8,f,28,ВАО,р-н Гольяново,Черкизовская,walk,5,9599099
665,38,96.36,,4.0,,f,41,ЗАО,р-н Раменки,Лужники,transport,3,78051600
666,41,48.2,,1.0,,f,51,ЮЗАО,р-н Обручевский,Новаторская,walk,20,22000000
667,2,37.0,12.0,1.0,12.0,f,22,САО,р-н Западное Дегунино,Верхние Лихоборы,walk,5,17500000
668,25,75.9,12.6,3.0,42.2,f,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,19755994
669,14,65.4,16.4,4.0,32.0,f,15,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,13716522
670,1,38.58,13.2,,9.1,f,7,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,8510156
671,12,41.6,8.5,1.0,19.0,f,17,ВАО,р-н Косино-Ухтомский,Лухмановская,transport,5,8900000
672,7,42.0,6.0,2.0,28.0,f,8,ВАО,р-н Перово,Перово,walk,18,11100000
673,4,101.4,25.0,4.0,,,8,ЦАО,р-н Таганский,Таганская,walk,8,66000000
674,5,389.8,,6.0,,,6,ЦАО,р-н Хамовники,Парк Культуры,walk,10,826415099
675,6,556.4,,6.0,,f,6,САО,р-н Беговой,Белорусская,walk,7,400000000
676,1,600.0,25.0,6.0,515.0,,2,САО,р-н Сокол,Сокол,walk,12,569308179
677,7,72.3,11.6,2.0,37.1,,9,ТАО (Троицкий),м. Крёкшино,Крёкшино,transport,9,12500000
678,1,221.7,25.0,5.0,175.0,t,3,САО,р-н Хорошевский,Аэропорт,walk,10,120000000
679,18,220.0,15.0,6.0,132.0,f,48,СЗАО,р-н Щукино,Щукинская,walk,12,95000000
680,22,128.0,,3.0,,f,23,САО,р-н Аэропорт,Сокол,walk,8,60000000
681,13,594.8,,6.0,,,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,795194973
682,3,136.0,10.0,5.0,94.0,f,8,ЦАО,р-н Хамовники,Фрунзенская,walk,7,114000000
683,17,38.0,6.0,2.0,20.0,t,24,ЮАО,р-н Даниловский,Технопарк,walk,2,22500000
684,11,82.9,26.3,3.0,36.5,,13,ЗАО,р-н Раменки,Раменки,walk,6,42700000
685,30,107.0,,4.0,,f,53,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,10,59000000
686,3,24.5,5.6,,9.6,f,16,САО,р-н Сокол,Зорге,walk,6,15779013
687,11,75.0,10.2,3.0,,f,16,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,27900000
688,4,55.0,7.0,3.0,34.0,,9,ЮЗАО,р-н Ясенево,Ясенево,walk,15,15299000
689,10,239.9,,6.0,150.0,,10,ЦАО,р-н Тверской,Менделеевская,walk,3,216600000
690,3,60.0,5.0,3.0,45.0,f,16,ЦАО,р-н Пресненский,Москва-Сити,walk,12,54890000
691,12,359.0,,6.0,,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,717520000
692,10,25.0,5.0,,,f,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,9000000
693,11,33.6,9.3,1.0,11.7,f,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,7535598
694,15,35.1,10.0,1.0,19.0,,16,ЗАО,р-н Кунцево,Молодёжная,walk,7,12500000
695,19,23.3,,,15.8,f,52,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,6,10148361
696,1,18.0,4.0,,6.0,t,3,ЮАО,р-н Нагорный,Нагорная,walk,6,4650000
697,2,44.8,,2.0,28.4,,12,ЮАО,р-н Нагатинский затон,Коломенская,transport,4,12200000
698,8,33.63,,,,f,25,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,13875678
699,8,39.0,6.0,2.0,25.0,f,32,ЮАО,р-н Царицыно,Каширская,transport,4,13239135
700,5,79.14,,3.0,36.7,f,49,СВАО,р-н Марьина роща,Марьина Роща,walk,17,28490400
701,2,191.0,10.8,4.0,102.1,t,6,ЦАО,р-н Хамовники,Спортивная,walk,13,333806458
702,1,485.0,30.0,6.0,186.0,,4,ЗАО,р-н Крылатское,Молодёжная,transport,5,889773590
703,23,87.3,,4.0,60.7,f,34,ЮАО,р-н Нагорный,Нагорная,walk,8,33366060
704,1,22.3,2.0,,15.3,t,6,ВАО,р-н Соколиная гора,Электрозаводская,walk,6,7500000
705,23,356.9,,5.0,,f,26,ЮЗАО,р-н Гагаринский,Академическая,walk,17,110000000
706,11,342.4,20.0,6.0,,f,11,ЦАО,р-н Хамовники,Спортивная,walk,8,825000000
707,43,162.2,7.0,5.0,68.9,f,43,СЗАО,р-н Хорошево-Мневники,Звенигородская,walk,6,98069364
708,14,123.9,10.4,5.0,78.8,,17,ВАО,р-н Измайлово,Черкизовская,walk,19,27500000
709,5,77.8,13.6,3.0,45.6,f,9,НАО (Новомосковский),м. Аэропорт Внуково,Аэропорт Внуково,transport,17,16392460
710,17,73.7,10.0,3.0,44.8,,17,САО,р-н Головинский,Коптево,walk,18,16000000
711,5,39.8,4.0,2.0,24.9,f,23,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,7500000
712,2,23.76,6.1,,9.5,f,28,ЮВАО,р-н Нижегородский,Нижегородская,walk,12,8564158
713,12,40.4,10.0,1.0,17.0,f,16,ЮАО,р-н Даниловский,ЗИЛ,walk,7,17900000
714,17,148.0,27.0,5.0,70.0,f,17,ЮАО,р-н Даниловский,Технопарк,walk,9,100000000
715,4,104.2,28.0,4.0,47.0,f,23,СЗАО,р-н Хорошево-Мневники,Терехово ,transport,5,45790000
716,2,104.1,,4.0,,f,30,ЮАО,р-н Чертаново Южное,Аннино,walk,4,28107000
717,4,21.9,2.0,1.0,14.9,t,23,СВАО,р-н Отрадное,Владыкино,walk,5,6843739
718,16,51.0,10.0,2.0,35.0,f,17,ЮВАО,р-н Некрасовка,Некрасовка,walk,5,11800000
719,22,43.1,15.0,2.0,18.8,,41,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,14,22800000
720,14,38.8,10.5,1.0,,,22,ЮВАО,р-н Марьино,Братиславская,walk,20,12300000
721,5,58.8,,2.0,23.1,f,25,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,29641732
722,13,744.0,27.0,6.0,600.0,t,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,900792458
723,15,209.0,,5.0,,,22,ЗАО,р-н Фили-Давыдково,Давыдково,walk,15,110000000
724,8,165.0,15.0,5.0,120.0,f,9,ЦАО,р-н Басманный,Комсомольская,walk,9,73000000
725,5,92.0,12.0,5.0,,f,5,САО,р-н Дмитровский,Лианозово,walk,3,27000000
726,4,55.6,5.6,3.0,37.6,f,9,ЮЗАО,р-н Коньково,Беляево,walk,8,17800000
727,3,239.0,,6.0,,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,296000000
728,25,138.25,33.2,5.0,100.0,f,31,СВАО,р-н Марфино,Владыкино,walk,17,73272500
729,24,38.3,8.0,1.0,20.0,f,30,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,19,22000000
730,18,35.58,16.7,1.0,11.7,t,21,САО,р-н Хорошевский,Полежаевская,transport,2,15904625
731,16,45.7,17.6,1.0,15.5,,42,ЮЗАО,р-н Котловка,Нагорная,walk,20,18900000
732,5,186.0,20.0,5.0,30.0,,6,ЦАО,р-н Тверской,Трубная,walk,4,201700000
733,11,33.8,,,28.8,t,13,ЮАО,р-н Даниловский,Тульская,walk,8,18505969
734,4,42.9,15.0,1.0,22.9,,33,СВАО,р-н Останкинский,Алексеевская,walk,10,23900000
735,50,24.1,5.0,,,,54,СВАО,р-н Бутырский,Бутырская,walk,4,12400000
736,8,350.0,29.0,6.0,279.0,,11,ЗАО,р-н Дорогомилово,Москва-Сити,walk,15,278250000
737,17,37.0,7.0,1.0,19.0,,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,walk,13,10620000
738,6,178.7,,4.0,,f,8,ЗАО,р-н Раменки,Минская,walk,11,175000000
739,37,133.6,5.3,4.0,91.2,f,46,ЗАО,р-н Дорогомилово,Фили,walk,7,97192833
740,8,120.7,,3.0,,f,11,ЮАО,р-н Даниловский,Павелецкая,walk,16,118653290
741,2,38.19,15.2,1.0,,t,10,ЮАО,р-н Даниловский,Тульская,walk,15,15805008
742,3,36.0,10.0,1.0,21.0,,23,ЮВАО,р-н Лефортово,Авиамоторная,walk,10,16590000
743,2,37.0,6.2,2.0,23.0,f,9,ЗАО,р-н Солнцево,Говорово,walk,19,9250000
744,21,41.5,10.0,1.0,14.6,,42,ЮЗАО,р-н Котловка,Нагорная,walk,20,20500000
745,19,41.5,21.3,1.0,11.9,f,53,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,6,16047986
746,5,247.7,22.0,5.0,145.0,,6,ЦАО,р-н Пресненский,Арбатская,walk,7,318000000
747,15,56.3,17.9,3.0,23.5,f,16,НАО (Новомосковский),м. Прокшино,Прокшино,transport,5,13212178
748,24,23.9,5.4,,10.9,f,24,ЗАО,р-н Солнцево,Солнцево,transport,4,9012283
749,9,115.4,17.1,3.0,58.5,f,18,ЗАО,р-н Раменки,Матвеевская,walk,13,61000000
750,14,95.34,,4.0,48.1,f,14,ЦАО,р-н Пресненский,Шелепиха,walk,3,42704692
751,11,44.0,13.0,2.0,18.0,f,15,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,21,10500000
752,16,54.6,,2.0,,f,20,САО,р-н Головинский,Коптево,walk,6,19022640
753,3,224.3,,5.0,,,6,ЦАО,р-н Хамовники,Парк Культуры,walk,6,140296923
754,3,45.6,19.0,1.0,12.9,f,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,10,94392000
755,12,146.5,12.0,5.0,,f,16,ВАО,р-н Вешняки,Новогиреево,walk,17,44000000
756,17,93.8,8.1,4.0,61.7,f,30,СЗАО,р-н Щукино,Стрешнево,walk,5,34738830
757,12,188.8,23.5,5.0,99.2,f,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,15,159930000
758,7,27.1,,,13.4,f,19,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,11,7985893
759,13,349.0,,5.0,,f,14,ЗАО,р-н Раменки,Ломоносовский проспект,transport,3,574920000
760,94,454.0,,6.0,,t,95,ЦАО,р-н Пресненский,Деловой центр,walk,3,399999000
761,6,26.5,,,,f,32,САО,р-н Западное Дегунино,Грачёвская,walk,17,8380108
762,30,56.7,15.9,2.0,28.7,f,30,ЗАО,р-н Можайский,Давыдково,walk,18,23250000
763,15,42.0,11.0,1.0,20.0,f,17,ЮВАО,р-н Кузьминки,Кузьминки,walk,17,13000000
764,8,136.9,12.8,4.0,73.9,f,12,ЗАО,р-н Раменки,Минская,transport,5,102000000
765,4,88.7,5.1,3.0,67.9,f,17,ЗАО,р-н Раменки,Раменки,walk,3,52537010
766,7,78.4,,3.0,39.9,f,22,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,7,17613428
767,3,99.9,,3.0,,,15,ЦАО,р-н Хамовники,Спортивная,walk,8,159990000
768,7,43.2,3.2,1.0,25.2,t,13,ЮАО,р-н Даниловский,Тульская,walk,8,25801520
769,6,146.0,,4.0,,f,17,ЦАО,р-н Пресненский,Улица 1905 года,walk,12,145000000
770,7,40.6,17.5,2.0,12.9,f,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,8750518
771,13,60.9,25.0,1.0,13.5,f,44,СЗАО,р-н Хорошево-Мневники,Шелепиха,transport,4,25500000
772,3,99.0,,2.0,79.0,t,7,ЦАО,р-н Басманный,Курская,walk,9,90000000
