,price
4139,16679295
4140,120000000
4141,42000000
4142,204169561
4143,31500000
4144,46000000
4145,25159630
4146,16600000
4147,17500000
4148,22800000
4149,37000000
4150,8425170
4151,23300000
4152,15500000
4153,16698624
4154,14927656
4155,26905000
4156,31458120
4157,62000000
4158,11750000
4159,10268391
4160,16069405
4161,17350000
4162,7888908
4163,15253556
4164,15500000
4165,121970000
4166,12170437
4167,12000000
4168,5000000
4169,46560000
4170,6432965
4171,30000000
4172,14400000
4173,19500000
4174,5800000
4175,6175064
4176,99500000
4177,66900000
4178,10300000
4179,65061640
4180,15734835
4181,6008310
4182,16871275
4183,9271800
4184,73900000
4185,27999000
4186,47000000
4187,165000000
4188,23000000
4189,9750000
4190,70000000
4191,6924833
4192,73500000
4193,67480000
4194,24496800
4195,17858691
4196,80000000
4197,13509421
4198,22500000
4199,29506050
4200,84600000
4201,8520563
4202,13790000
4203,7745670
4204,21645206
4205,83665000
4206,14268741
4207,61000000
4208,9970971
4209,58149819
4210,23220500
4211,9100000
4212,143500000
4213,10795459
4214,35250000
4215,60000000
4216,67500000
4217,24776750
4218,16442196
4219,17377600
4220,14800000
4221,41409489
4222,19500000
4223,23240800
4224,16116000
4225,24760400
4226,99000000
4227,37200000
4228,31500000
4229,293836479
4230,120000000
4231,13072251
4232,4950000
4233,17000000
4234,30368919
4235,68000000
4236,47000000
4237,12400000
4238,22500000
4239,20078109
4240,44000000
4241,7467284
4242,17410625
4243,9053600
4244,36771606
4245,169900000
4246,41500000
4247,115000000
4248,66000000
4249,7866528
4250,8480682
4251,5954514
4252,9407924
4253,22990000
4254,10560107
4255,122657078
4256,72000000
4257,385000000
4258,55000000
4259,12990000
4260,15950000
4261,150000000
4262,30368919
4263,24802781
4264,18953124
4265,12300000
4266,79000000
4267,15500000
4268,35700000
4269,30019981
4270,71900000
4271,21200000
4272,16000000
4273,21300000
4274,9278729
4275,12300000
4276,41670000
4277,6809732
4278,199000000
4279,63627700
4280,6938400
4281,150000000
4282,8104390
4283,29500000
4284,30016700
4285,14915152
4286,6573172
4287,18194057
4288,17004185
4289,49781944
4290,54131400
4291,147241000
4292,12341000
4293,12699000
4294,15450000
4295,10300000
4296,12400000
4297,74950000
4298,170000000
4299,68000000
4300,19000000
4301,23490000
4302,70980273
4303,15988614
4304,63700000
4305,10365763
4306,38980800
4307,17500008
4308,10540000
4309,25880400
4310,13462828
4311,33685850
4312,18000000
4313,18115930
4314,30572222
4315,73144002
4316,101639382
4317,7245894
4318,27839000
4319,38300000
4320,7085446
4321,39746265
4322,57500000
4323,18140217
4324,54800000
4325,28488606
4326,226612100
4327,10800000
4328,23232000
4329,10965433
4330,14943526
4331,159473684
4332,30950680
4333,7364042
4334,17625960
4335,8287499
4336,79900000
4337,52000000
4338,20391226
4339,7900680
4340,5589983
4341,24292950
4342,6854250
4343,240000000
4344,5850000
4345,26884361
4346,18500000
4347,16784866
4348,14650000
4349,7813973
4350,60448000
4351,104900000
4352,55000000
4353,54000000
4354,39999800
4355,12000000
4356,7220000
4357,6990000
4358,45417456
4359,6179940
4360,42000000
4361,105947280
4362,63976142
4363,9562597
4364,7339312
4365,9200000
4366,250000000
4367,17100750
4368,12500000
4369,6067947
4370,15711300
4371,16300000
4372,96000000
4373,38000000
4374,7136403
4375,9000000
4376,11967571
4377,23699100
4378,29000000
4379,10138266
4380,73500000
4381,13150000
4382,99000000
4383,6582353
4384,66500000
4385,14500000
4386,16990000
4387,10700000
4388,19805591
4389,23500000
4390,7849496
4391,12595205
4392,12500000
4393,61950000
4394,98000000
4395,7780323
4396,11000000
4397,250000000
4398,12300000
4399,15961450
4400,55376370
4401,114911021
4402,14400000
4403,99000000
4404,147298952
4405,7625093
4406,39950000
4407,53127944
4408,7035788
4409,17990000
4410,6039600
4411,7586954
4412,17500000
4413,85000000
4414,72320000
4415,21284173
4416,12970000
4417,209622000
4418,51924330
4419,14563914
4420,45900000
4421,160420000
4422,19500000
4423,31389618
4424,77070007
4425,87400000
4426,134000000
4427,16950000
4428,8391048
4429,36000000
4430,5969000
4431,7909957
4432,115000000
4433,15701069
4434,12190000
4435,16500000
4436,51000000
4437,7696982
4438,39990000
4439,140990000
4440,11600000
4441,41500000
4442,5997961
4443,13299585
4444,14437500
4445,5482343
4446,10500000
4447,307610064
4448,72843360
4449,20300000
4450,82228524
4451,120000000
4452,46000000
4453,214430000
4454,8733791
4455,48490000
4456,6510402
4457,21268920
4458,80000000
4459,35462120
4460,11206500
4461,39500000
4462,10650000
4463,42000000
4464,127451573
4465,9000000
4466,48204097
4467,9100000
4468,8088409
4469,60000000
4470,6200000
4471,58000000
4472,23500000
4473,52982994
4474,65000000
4475,9945753
4476,34516597
4477,17690000
4478,50000000
4479,48500000
4480,10800000
4481,18111750
4482,47000000
4483,13705200
4484,6703200
4485,75500000
4486,13500000
4487,8864946
4488,51625055
4489,22900000
4490,7644529
4491,15500000
4492,6997188
4493,121800000
4494,18700000
4495,8755033
4496,7400538
4497,23432905
4498,59990000
4499,10800000
4500,118729000
4501,6150000
4502,6702120
4503,16698624
4504,18058740
4505,15900000
4506,7776586
4507,25537891
4508,348930819
4509,61000000
4510,29490500
4511,183647799
4512,12000000
4513,76207327
4514,38918880
4515,7908155
4516,27500000
4517,75000000
4518,79000000
4519,32000000
4520,12000000
4521,76000000
4522,22000000
4523,7321593
4524,11900000
4525,38030515
4526,12934260
4527,27500000
4528,7327459
4529,9990000
4530,79000000
4531,16047986
4532,42000000
4533,68000000
4534,65000000
4535,72000000
4536,110898600
4537,59000000
4538,39500000
4539,72000000
4540,12700000
4541,8670000
4542,9755689
4543,9500000
4544,73984080
4545,20348929
4546,28250000
4547,39599000
4548,12200000
4549,40755520
4550,142440000
4551,73819072
4552,6632431
4553,95000000
4554,25000000
4555,69000000
4556,51840000
4557,48000000
4558,43500000
4559,12760517
4560,25362800
4561,7445290
4562,10203022
4563,7549265
4564,15335400
4565,9200000
4566,7499999
4567,23990000
4568,12290000
4569,40475317
4570,6883200
4571,46341099
4572,68572500
4573,6274562
4574,11700000
4575,112630000
4576,14400000
4577,140900000
4578,120000000
4579,24700000
4580,7253715
4581,6270772
4582,20611500
4583,9850000
4584,23000000
4585,10250000
4586,88894735
4587,84018868
4588,17137080
4589,82000000
4590,110000000
4591,7729915
4592,84000000
4593,23205492
4594,299000000
4595,14105020
4596,31536000
4597,87461600
4598,53000000
4599,6363885
4600,145081761
4601,13578463
4602,12645398
4603,19198200
4604,7433300
4605,45957500
4606,95000000
4607,21500000
4608,18554570
4609,6228100
4610,5400000
4611,125000000
4612,19203540
4613,14700000
4614,25500000
4615,9484740
4616,8500000
4617,41000000
4618,8352129
4619,25000000
4620,16900000
4621,11435900
4622,5523002
4623,15600000
4624,35000000
4625,19513200
4626,8932053
4627,20633007
4628,6931725
4629,15990000
4630,67000000
4631,12306411
4632,4600000
4633,7574648
4634,22902230
4635,109000000
4636,13797977
4637,69000000
4638,12300000
4639,19500000
4640,7717500
4641,11000000
4642,183000000
4643,68000000
4644,117320000
4645,17295455
4646,49030000
4647,16400000
4648,91168344
4649,360760000
4650,105000000
4651,23600000
4652,131221490
4653,7734263
4654,10008742
4655,16601400
4656,56682000
4657,41859200
4658,6751601
4659,21066679
4660,10257500
4661,139999900
4662,29955305
4663,6286342
4664,120000000
4665,16336845
4666,115000000
4667,7242636
4668,10687800
4669,23140963
4670,12700000
4671,29303700
4672,54000000
4673,9697530
4674,30600000
4675,10700000
4676,8554300
4677,63000000
4678,36260790
4679,34400000
4680,78039000
4681,7600198
4682,107878970
4683,33500000
4684,18000000
4685,170000000
4686,293836479
4687,160000000
4688,85000000
4689,7914937
4690,44900000
4691,39969250
4692,13578463
4693,17500000
4694,75000000
4695,9072500
4696,146250000
4697,17907120
4698,99000000
4699,231523500
4700,11800000
4701,110000000
4702,159808000
4703,7560583
4704,11231934
4705,14245593
4706,119898000
4707,46000000
4708,293836479
4709,7500000
4710,9752456
4711,33585500
4712,72490000
4713,69800000
4714,15962327
4715,18500000
4716,23650000
4717,20400000
4718,30572222
4719,66618396
4720,84000000
4721,12290000
4722,15308035
4723,15290000
4724,22943200
4725,55500800
4726,67000000
4727,24524600
4728,101797752
4729,9135200
4730,5500000
4731,17900000
4732,15000000
4733,11900000
4734,13831050
4735,19000000
4736,57000000
4737,215000000
4738,13462828
4739,7965874
4740,68867924
4741,20176941
4742,14698877
4743,8500000
4744,5885300
4745,60000000
4746,30150018
4747,70462545
4748,6182053
4749,107900000
4750,29500000
4751,8532216
4752,71500000
4753,11000000
4754,31000000
4755,22990000
4756,159000000
4757,16900000
4758,23981169
4759,12700000
4760,7360483
4761,15600000
4762,89999999
4763,33462250
4764,16600000
4765,23000000
4766,15500000
4767,6988800
4768,85645820
4769,94392000
4770,9177245
4771,7498080
4772,10929176
4773,432894993
4774,12500000
4775,11598840
4776,58000000
4777,5980458
4778,14900000
4779,6990000
4780,64000000
4781,6724692
4782,14090000
4783,46900000
4784,25667019
4785,120000000
4786,196834000
4787,8900000
4788,60780795
4789,250000000
4790,84600000
4791,10211121
4792,75103085
4793,183834633
4794,21290640
4795,11500000
4796,6507900
4797,8474481
4798,33887819
4799,16699000
4800,61555609
4801,13140000
4802,29206523
4803,7000000
4804,214999900
4805,34500000
4806,117444113
4807,9414330
4808,199000000
4809,45686253
4810,20500000
4811,95000000
4812,16500000
4813,215000000
4814,14800000
4815,23972613
4816,25870000
4817,50000000
4818,37500000
4819,11496421
4820,165000000
4821,27800000
4822,35647500
4823,12100000
4824,42280840
4825,33000000
4826,19796539
4827,68000000
4828,29621200
4829,140000000
4830,66000000
4831,103270572
4832,6059193
4833,111999000
4834,17499000
4835,9120000
4836,80000000
4837,50382223
4838,53999000
4839,14400000
4840,91873800
4841,26068147
4842,108840710
4843,6487410
4844,5200000
4845,7346947
4846,183647799
4847,17432125
4848,95000000
4849,67499000
4850,13500000
4851,17600000
4852,17974000
4853,16442196
4854,8500000
4855,14600000
4856,95000000
4857,16600000
4858,75000000
4859,34868700
4860,18862116
4861,10438575
4862,10300000
4863,14900000
4864,35000000
4865,97500000
4866,39509400
4867,37000000
4868,12450000
4869,11000000
4870,19302826
4871,17400000
4872,49733920
4873,30700000
4874,5642243
4875,6793696
4876,63000000
4877,219580001
4878,32000000
4879,45000000
4880,20054460
4881,15750000
4882,97164350
4883,12754870
4884,13790000
4885,19000000
